credit_score,country,age_group_gender,balance_per_age,balance_per_tenure,salary_per_products,active_member,estimated_salary,churn
812,France,forties_Male,2614.753409090909,23009.83,82519.205,0,165038.41,0
685,France,fifties_Male,1806.836896551724,52398.27,154181.41,1,154181.41,0
680,France,thirties_Male,3729.76,61541.04,134960.98,0,134960.98,0
680,Spain,fifties_Female,2066.201551724138,13315.521111111111,32854.25,1,65708.5,0
631,France,thirties_Female,3631.505757575758,13315.521111111111,58687.11,0,117374.22,0
569,France,forties_Female,2786.969534883721,14979.96125,38851.595,1,77703.19,0
584,Germany,thirties_Male,2676.1054545454544,22077.87,88825.69,1,177651.38,0
582,France,forties_Female,2995.99225,11983.969,20318.15,1,60954.45,0
609,France,thirties_Male,2246.0059375,8984.02375,151924.9,1,151924.9,0
506,Spain,thirties_Male,3144.198,15720.99,13159.365,0,26318.73,0
503,France,forties_Male,2486.4304761904764,11603.342222222222,147557.71,1,147557.71,0
503,France,twenties_Female,4279.988928571429,19973.281666666662,62959.085,0,125918.17,0
806,Germany,thirties_Male,4472.693870967742,12604.864545454546,190803.37,0,190803.37,0
653,France,thirties_Female,3308.872258064516,12821.88,11043.54,1,11043.54,0
666,France,forties_Male,3204.203255813953,17222.5925,59550.025,1,119100.05,1
674,Spain,thirties_Male,3744.9903125,39946.56333333333,70289.585,0,140579.17,0
798,France,thirties_Male,3744.9903125,14979.96125,18865.975,1,37731.95,0
740,France,thirties_Female,3506.9846666666663,11689.948888888888,1852.58,0,1852.58,0
531,Germany,thirties_Female,3424.0690625,109570.21,86024.92,1,172049.84,0
614,Germany,forties_Female,2698.087727272727,16959.408571428572,133591.11,0,133591.11,1
556,France,thirties_Male,3423.991142857143,10894.517272727271,96375.59,1,192751.18,0
678,Germany,forties_Female,3567.283255813953,51131.06,96914.135,1,193828.27,0
587,Germany,thirties_Male,4018.283636363636,18943.33714285714,55775.72,0,55775.72,0
527,Spain,thirties_Female,3328.880277777778,17119.955714285716,51140.145,1,102280.29,0
757,Germany,thirties_Female,3805.823823529412,64699.005,22482.72,0,44965.44,0
468,Spain,twenties_Male,4279.988928571429,29959.9225,85330.51,0,170661.02,0
693,France,twenties_Male,5219.06,50450.91333333333,197145.89,0,197145.89,0
483,France,forties_Female,3109.920227272727,22806.081666666665,192359.9,0,192359.9,1
466,France,forties_Male,2289.8015,18318.412,141210.18,0,141210.18,1
770,France,thirties_Female,3994.656333333333,13315.521111111111,50278.515,0,100557.03,0
734,France,fifties_Female,2219.2535185185184,29959.9225,130805.54,0,130805.54,1
716,France,twenties_Female,5447.2586363636365,13315.521111111111,46303.49,1,92606.98,0
439,France,thirties_Male,4598.23,55178.76,61978.415,1,123956.83,0
538,Germany,twenties_Male,2499.318,10413.825,102758.43,1,102758.43,0
743,France,forties_Male,1703.8897499999998,7572.843333333333,94876.65,0,94876.65,0
734,Spain,forties_Female,1298.9146511627907,13963.3325,47405.925,1,94811.85,1
656,France,thirties_Male,3238.9105405405408,39946.56333333333,33920.405,1,67840.81,0
666,France,thirties_Female,2567.400967741936,26529.81,4050.57,0,4050.57,0
627,Spain,forties_Male,2460.506341463414,16813.46,134665.25,1,134665.25,0
480,Germany,twenties_Female,6973.214,43582.5875,90823.565,0,181647.13,0
792,France,teenager_Male,7546.868947368422,17923.81375,33282.84,0,33282.84,0
613,Germany,fifties_Male,1549.419661016949,10157.306666666664,27965.0,0,27965.0,1
476,Germany,thirties_Male,4478.880666666667,33591.605,68343.53,0,68343.53,0
539,France,twenties_Female,4993.3204166666665,29959.9225,99080.535,1,198161.07,0
696,Spain,sixties_Male,1479.780166666667,9865.201111111111,196858.4,1,196858.4,0
810,Germany,thirties_Male,2766.127428571429,24203.615,60255.515,1,120511.03,0
763,Germany,thirties_Male,5021.2628125,16068.041,30886.35,0,30886.35,0
640,France,twenties_Female,4132.403103448276,29959.9225,1371.845,0,2743.69,0
655,France,forties_Female,2549.7806382978724,10894.517272727271,83889.31,0,167778.62,0
526,Germany,thirties_Male,4694.748709677419,24256.201666666664,132404.64,0,132404.64,0
678,France,twenties_Female,4279.988928571429,23967.938,72211.585,1,144423.17,1
554,France,forties_Female,2663.1042222222222,17119.955714285716,90602.25,1,181204.5,0
597,Spain,thirties_Female,3979.0036666666665,39790.03666666667,182726.22,1,182726.22,1
560,Spain,twenties_Female,4279.988928571429,59919.845,60440.36,1,120880.72,0
850,Germany,forties_Female,2859.1812765957443,12216.501818181818,26812.89,0,26812.89,1
546,Germany,seventies_Female,1552.5505405405406,12765.415555555555,33366.315,1,66732.63,1
623,Germany,forties_Male,3555.535238095238,74666.24,50417.11,0,100834.22,0
698,France,forties_Female,2626.5435,13132.7175,35938.43666666667,0,107815.31,1
620,France,thirties_Male,3744.9903125,14979.96125,17332.895,1,34665.79,0
619,France,forties_Female,2995.99225,10894.517272727271,147093.84,1,147093.84,1
561,France,twenties_Male,5706.651904761905,23967.938,36942.35,1,36942.35,0
753,France,thirties_Female,3975.9692307692303,19382.85,16460.77,1,16460.77,0
721,Spain,forties_Male,2065.0776744186046,22199.585,45610.63,0,45610.63,0
451,France,thirties_Male,3631.505757575758,17119.955714285716,92477.055,0,184954.11,0
680,Germany,fifties_Female,2806.664117647059,23856.645,47795.43,0,47795.43,1
590,Spain,twenties_Female,5210.421304347826,14979.96125,98394.95,0,196789.9,0
634,Germany,twenties_Male,3963.9822222222224,26756.88,173425.68,0,173425.68,0
676,France,twenties_Male,4852.445862068966,28144.186,36221.18,0,36221.18,0
642,France,thirties_Male,2698.8190000000004,8996.063333333334,87369.1,0,174738.2,0
760,France,thirties_Male,4579.114358974359,25512.20857142857,67131.3,0,67131.3,1
736,Spain,twenties_Female,5226.505,27177.826,165692.03,1,165692.03,0
656,France,forties_Male,3137.6709302325585,16864.98125,194691.95,0,194691.95,0
776,Germany,thirties_Male,3488.798181818181,12792.26,129525.5,0,129525.5,1
832,Spain,thirties_Female,4064.4155882352943,19741.447142857145,73255.6,1,146511.2,0
631,Germany,thirties_Male,3554.5808108108104,13151.949,25876.09,1,51752.18,0
795,Spain,fifties_Female,2139.9944642857145,19973.281666666662,35418.69,0,35418.69,1
648,Germany,thirties_Female,3254.768717948718,31733.995,28997.87,1,57995.74,0
615,France,thirties_Male,3428.386923076923,26741.418,108152.75,1,108152.75,0
682,France,twenties_Female,3625.674074074074,48946.6,166144.98,0,166144.98,0
694,France,thirties_Male,3761.765588235294,21316.671666666665,101737.8,0,101737.8,0
694,France,thirties_Male,3887.445135135136,13075.951818181818,33326.71,1,33326.71,0
607,France,forties_Male,2723.6293181818182,119839.69,40570.045,1,81140.09,0
664,France,forties_Male,2496.660208333333,10894.517272727271,140173.17,0,140173.17,1
756,France,sixties_Male,1997.328166666667,39946.56333333333,166513.49,1,166513.49,1
645,France,forties_Female,3239.91925,32399.1925,103232.6,1,103232.6,0
653,Spain,thirties_Male,3994.656333333333,23967.938,60368.02,0,120736.04,0
710,Germany,twenties_Female,4600.31,36802.48,7916.215,0,15832.43,1
697,France,seventies_Female,1576.8380263157894,14979.96125,94386.225,1,188772.45,0
619,Germany,forties_Female,3463.799024390244,15779.52888888889,57161.83,0,114323.66,0
648,Spain,fifties_Male,1479.4558181818184,40685.035,181534.04,1,181534.04,0
482,Germany,forties_Female,1444.3639583333334,23109.823333333334,102640.52,0,102640.52,1
548,France,twenties_Female,4169.839285714285,12972.833333333334,79292.585,1,158585.17,1
752,Spain,forties_Male,1906.143863636364,11981.475714285714,178722.24,0,178722.24,0
648,France,thirties_Female,3351.1510256410256,18670.698571428573,76977.69,1,153955.38,1
643,Spain,thirties_Female,3454.455,13050.163333333334,65374.86,0,65374.86,0
573,Germany,thirties_Female,5910.536571428572,20686.878,51493.075,1,102986.15,0
686,France,thirties_Female,2863.9902564102563,27923.905,136643.84,0,136643.84,0
644,France,forties_Female,3432.1315000000004,13728.526000000002,19265.9075,0,77063.63,1
702,France,twenties_Female,5145.461724137932,21316.91285714286,9633.01,1,9633.01,0
652,France,fifties_Male,2349.797843137255,14979.96125,21748.18,1,43496.36,0
641,Spain,thirties_Male,3744.9903125,14979.96125,12133.64,1,24267.28,0
692,Germany,forties_Female,3187.8363414634146,14522.365555555554,59354.24,0,59354.24,1
574,Spain,thirties_Male,3524.6967647058823,19973.281666666662,14134.93,0,28269.86,0
643,France,thirties_Female,5417.725161290323,41987.37,143162.34,0,143162.34,0
834,France,twenties_Male,5706.730869565217,26250.962,20199.3,0,20199.3,0
591,France,twenties_Male,4279.988928571429,19973.281666666662,24303.46,1,48606.92,0
470,Spain,thirties_Male,3524.6967647058823,11983.969,44506.835,1,89013.67,0
608,Spain,thirties_Male,2548.709705882353,10832.01625,59890.29,1,59890.29,0
649,Germany,thirties_Female,3101.007027027027,12748.584444444445,106655.88,1,106655.88,1
665,France,thirties_Female,3153.676052631579,19973.281666666662,78219.78,0,156439.56,0
651,France,thirties_Female,3072.812564102564,17119.955714285716,24176.44,0,24176.44,0
555,Germany,sixties_Male,1932.5375806451607,23963.466,43507.1,1,43507.1,1
637,France,forties_Female,2725.145625,16350.87375,66002.925,1,132005.85,1
675,France,forties_Female,2445.7079591836737,119839.69,80496.71,1,80496.71,1
677,Spain,forties_Male,2995.99225,19973.281666666662,44473.78,0,88947.56,0
850,Germany,thirties_Female,2312.3357142857144,26977.25,12639.67,0,12639.67,1
815,France,fifties_Female,2139.9944642857145,29959.9225,31416.053333333333,1,94248.16,1
665,Germany,thirties_Male,4130.5834375,66089.335,11865.76,0,11865.76,0
485,France,twenties_Female,4438.507037037037,29959.9225,70724.93,0,141449.86,0
577,Spain,forties_Male,2786.969534883721,17119.955714285716,74728.905,1,149457.81,0
586,France,thirties_Female,4707.686285714285,20596.1275,39938.083333333336,0,119814.25,1
722,Germany,twenties_Male,3697.7189655172415,53616.925,12462.46,0,24924.92,0
528,France,twenties_Female,6526.928518518519,22028.38375,69740.765,1,139481.53,0
542,France,thirties_Female,2819.215128205128,21989.878,20634.325,1,41268.65,0
552,France,thirties_Female,3524.6967647058823,19973.281666666662,675.705,1,1351.41,0
678,France,sixties_Female,1962.3135,10703.52818181818,147489.76,0,147489.76,1
575,Spain,thirties_Female,3602.498648648649,13329.245,111175.09,0,111175.09,0
669,France,forties_Female,3731.9672093023255,80237.295,95963.14,1,95963.14,0
636,France,forties_Male,2786.969534883721,17119.955714285716,21564.475,0,43128.95,0
667,Germany,fifties_Male,2807.1532727272725,15439.343,137674.96,1,137674.96,1
652,Germany,forties_Female,2462.833111111111,11082.749,153383.54,1,153383.54,1
637,Germany,thirties_Female,4048.623611111112,13250.04090909091,48330.38,1,96660.76,0
516,Spain,forties_Female,2423.206666666667,12116.033333333333,115818.16,1,115818.16,0
801,France,thirties_Female,2349.079375,15034.107999999998,37898.5,1,37898.5,0
692,France,forties_Female,2853.3259523809525,39946.56333333333,72611.465,0,145222.93,0
585,France,twenties_Female,3778.425,15113.7,41219.09,1,41219.09,0
590,France,thirties_Male,3744.9903125,19973.281666666662,29624.915,0,59249.83,0
554,Spain,sixties_Male,1815.752878787879,13315.521111111111,58373.81,1,116747.62,0
659,France,forties_Female,2445.7079591836737,59919.845,116249.72,0,116249.72,1
690,France,twenties_Female,4542.225769230769,29524.4675,61257.83,0,61257.83,0
697,Germany,twenties_Male,5954.949655172414,172693.54,141798.98,0,141798.98,0
610,France,thirties_Male,3595.563888888889,25888.06,51319.175,0,102638.35,0
599,Spain,thirties_Male,3328.880277777778,23967.938,6605.28,0,13210.56,0
544,France,twenties_Male,4194.4,48235.6,35550.97,0,35550.97,0
548,France,forties_Female,2605.210652173913,59919.845,104469.06,1,104469.06,1
635,Spain,twenties_Male,5841.549166666667,28039.436,142935.83,1,142935.83,0
722,France,twenties_Male,5991.9845000000005,17119.955714285716,97743.14,0,195486.28,0
564,France,thirties_Female,4119.583636363636,27189.252,63170.0,0,63170.0,0
719,France,sixties_Male,1736.8071014492757,29959.9225,29160.03,1,58320.06,0
547,Germany,fifties_Male,1625.8004,20322.505,59249.01,1,177747.03,1
850,France,forties_Female,2853.3259523809525,13315.521111111111,19632.64,0,19632.64,1
515,Germany,sixties_Male,1895.256,11371.536,18424.24,0,18424.24,1
667,Spain,fifties_Male,3015.7692857142856,56294.35999999999,18897.78,1,18897.78,0
607,Germany,thirties_Male,3983.937222222222,15935.748888888887,97879.02,0,97879.02,0
525,France,twenties_Male,5909.399615384616,19205.54875,63197.88,1,63197.88,0
606,Spain,fifties_Female,2062.831320754717,54665.03,75860.01,1,75860.01,0
686,Germany,twenties_Female,4262.810370370371,57547.94,39311.23,0,78622.46,0
611,France,thirties_Male,3423.991142857143,10894.517272727271,23598.23,1,23598.23,1
827,Spain,forties_Male,3984.2678260869566,91638.16,13460.27,1,13460.27,0
572,France,thirties_Male,2066.476363636364,6819.372,19998.31,0,19998.31,0
726,France,thirties_Female,3744.9903125,13315.521111111111,92537.815,0,185075.63,0
579,Germany,thirties_Male,4507.404516129032,19961.36285714286,135815.38,1,135815.38,0
598,Spain,fifties_Female,1756.52375,19673.066,44251.33,1,44251.33,0
663,France,thirties_Male,3328.880277777778,10894.517272727271,68174.775,0,136349.55,0
505,Germany,thirties_Female,3309.5667567567566,11132.17909090909,26346.995,1,52693.99,0
576,Germany,thirties_Male,4405.813666666667,16521.80125,46883.515,0,93767.03,0
555,Spain,twenties_Female,4993.3204166666665,39946.56333333333,98933.275,1,197866.55,0
524,France,thirties_Male,3994.656333333333,59919.845,63406.425,0,126812.85,0
776,Spain,thirties_Male,2675.626923076923,34783.15,79503.05,0,79503.05,0
645,Germany,forties_Female,3387.3424390243904,46293.68,129936.53,0,129936.53,1
850,Germany,thirties_Female,3655.2784375,116968.91,175094.62,0,175094.62,0
603,Germany,thirties_Male,3009.886571428571,52673.015,65189.75,1,130379.5,0
691,France,twenties_Male,5254.738076923077,13662.319,153228.0,0,153228.0,0
583,France,twenties_Female,4132.403103448276,10894.517272727271,55642.925,1,111285.85,0
584,France,sixties_Female,1815.752878787879,19973.281666666662,49553.38,0,49553.38,1
679,France,thirties_Female,3631.505757575758,17119.955714285716,49007.925,1,98015.85,0
646,France,thirties_Male,3456.82,17777.931428571428,88481.32,0,88481.32,0
559,France,thirties_Female,2029.4017647058824,11499.943333333336,33439.635,1,66879.27,0
595,Spain,thirties_Male,2382.456111111111,12252.631428571429,24802.77,1,24802.77,0
527,France,forties_Male,2549.7806382978724,59919.845,21312.16,0,21312.16,1
684,Spain,thirties_Male,2959.6470588235293,10062.8,95131.89,1,190263.78,0
673,Spain,thirties_Female,3744.9903125,119839.69,72873.33,1,72873.33,0
802,Spain,thirties_Male,3153.676052631579,14979.96125,28882.325,1,57764.65,0
675,France,fifties_Male,2219.2535185185184,17119.955714285716,110273.84,0,110273.84,1
762,Spain,teenager_Female,6307.352105263158,17119.955714285716,27750.085,0,55500.17,0
580,France,fifties_Male,2512.9472,125647.36,57541.08,0,57541.08,1
621,Germany,thirties_Female,3237.9158064516128,11152.82111111111,90384.26,1,90384.26,0
411,France,thirties_Female,3328.880277777778,10894.517272727271,120694.35,0,120694.35,0
815,France,twenties_Male,7163.446666666667,21490.34,178028.96,1,178028.96,0
631,Germany,thirties_Female,4587.8434375,48936.996666666666,90495.145,1,180990.29,0
514,Germany,forties_Female,2422.9384444444445,27258.0575,155407.21,1,155407.21,1
638,France,fifties_Male,2102.450701754386,17119.955714285716,33676.48,0,33676.48,1
791,Spain,twenties_Male,4793.5876,14979.96125,89666.28,0,89666.28,0
516,France,thirties_Male,3675.816857142857,21442.265,127558.26,0,127558.26,0
734,France,thirties_Male,2172.6435135135134,20096.9525,77272.62,1,77272.62,0
611,France,fifties_Male,2066.201551724138,13315.521111111111,53832.84,1,107665.68,1
850,Germany,forties_Male,2523.4609302325584,108508.82,61348.26666666666,0,184044.8,1
641,France,thirties_Male,5031.553870967742,14179.833636363635,91510.71,0,91510.71,0
585,France,thirties_Female,3153.676052631579,19973.281666666662,87363.56,1,87363.56,0
552,Germany,fifties_Male,2423.5112,24235.112,117505.07,0,117505.07,1
507,France,twenties_Female,3081.016206896552,17869.894,90313.34,0,180626.68,0
735,Spain,thirties_Male,2266.6239473684213,10766.46375,46739.48,0,93478.96,0
707,France,fifties_Female,1764.601034482759,25586.715,114672.64,1,114672.64,0
698,Germany,thirties_Female,3368.4338888888888,15157.9525,13387.88,1,13387.88,0
841,France,thirties_Male,3865.796451612903,39946.56333333333,86620.26,0,173240.52,0
688,Spain,thirties_Female,3631.505757575758,39946.56333333333,27557.18,0,27557.18,1
614,France,fifties_Male,2349.797843137255,29959.9225,2776.185,1,5552.37,0
511,Germany,forties_Male,3119.293333333333,21389.44,88307.87,0,88307.87,1
447,France,forties_Male,2786.969534883721,39946.56333333333,16939.63,0,33879.26,1
738,France,thirties_Male,4607.83,26879.00833333333,90714.935,0,181429.87,0
422,France,thirties_Female,3631.505757575758,39946.56333333333,51327.655,0,102655.31,0
537,Spain,thirties_Male,3437.939,51569.085,96555.42,1,96555.42,0
707,Germany,forties_Female,2740.711,27407.11,189366.03,0,189366.03,0
690,France,fifties_Male,2219.2535185185184,19973.281666666662,12847.61,0,12847.61,1
664,Germany,thirties_Male,2948.0654545454545,12160.77,71716.665,0,143433.33,0
850,France,thirties_Female,3575.8866666666663,14750.5325,183983.82,0,183983.82,0
584,Spain,thirties_Male,2672.9634375,8553.483,169137.24,0,169137.24,0
728,France,fifties_Female,2031.181186440678,23967.938,163365.85,1,163365.85,1
560,Spain,forties_Female,2212.568372093024,19028.088,61590.72,0,123181.44,1
629,France,thirties_Female,3865.796451612903,17119.955714285716,16447.6,1,16447.6,1
658,France,twenties_Male,4793.5876,29959.9225,86974.2,1,173948.4,0
794,Germany,fifties_Female,1405.5711111111111,37950.42,192154.66,1,192154.66,0
790,France,forties_Female,3088.2748780487805,42206.42333333333,198224.38,0,198224.38,0
640,France,forties_Male,2541.6697727272726,13979.18375,67202.74,0,67202.74,0
652,Spain,thirties_Male,3238.9105405405408,14979.96125,34394.965,0,68789.93,0
583,France,fifties_Female,4182.2378947368425,59596.89,147964.99,1,147964.99,1
775,France,thirties_Female,3396.8425,36232.98666666667,80534.865,1,161069.73,0
584,France,thirties_Female,2889.4279487179488,37562.56333333333,127749.61,1,127749.61,0
635,Germany,forties_Female,1699.101875,16311.378,95957.185,0,191914.37,0
814,France,forties_Male,2845.7677083333333,13659.685,185791.9,1,185791.9,0
735,Germany,forties_Female,2297.8476744186046,9880.745,184570.04,0,184570.04,1
678,France,thirties_Female,3865.796451612903,59919.845,65223.325,1,130446.65,0
693,France,thirties_Male,3238.9105405405408,59919.845,41433.775,1,82867.55,0
640,France,thirties_Female,3583.3233333333333,15357.1,187632.22,1,187632.22,0
773,Spain,twenties_Female,5210.421304347826,13315.521111111111,28379.895,0,56759.79,0
736,France,thirties_Female,3994.656333333333,11983.969,17090.165,0,34180.33,0
693,France,twenties_Female,4279.988928571429,13315.521111111111,79272.625,1,158545.25,0
496,France,forties_Female,4293.269512195122,88012.025,91168.99,0,182337.98,0
751,France,thirties_Female,3072.812564102564,29959.9225,42087.67,1,84175.34,0
528,Germany,thirties_Male,3272.605641025641,127631.62,22197.8,1,22197.8,1
754,Spain,teenager_Female,6307.352105263158,11983.969,189641.11,0,189641.11,0
568,Germany,twenties_Female,4223.813846153847,9983.56,77245.695,0,154491.39,0
592,Spain,forties_Female,3383.779024390244,46244.98,90020.74,0,90020.74,0
558,Germany,twenties_Male,4454.524,10123.918181818182,98632.175,0,197264.35,0
825,France,thirties_Male,3524.6967647058823,11983.969,15966.53,1,31933.06,0
677,Germany,twenties_Male,5142.428571428572,143988.0,4377.845,0,8755.69,1
653,France,thirties_Male,3495.2573529411766,19806.45833333333,52820.13,1,52820.13,0
593,Spain,thirties_Male,4618.221428571429,32327.55,20008.46,1,20008.46,0
632,France,forties_Female,3040.7702272727274,33448.4725,34607.14,1,34607.14,1
601,Germany,thirties_Male,2044.395142857143,7950.425555555556,177384.45,0,177384.45,0
786,France,sixties_Female,1932.898225806452,13315.521111111111,165702.64,1,165702.64,0
654,France,forties_Female,2995.99225,29959.9225,83944.55,0,167889.1,0
572,France,thirties_Female,3153.676052631579,14979.96125,66561.31,1,133122.62,0
813,France,sixties_Female,1043.031451612903,5878.904545454545,70227.07,1,140454.14,0
523,France,twenties_Female,4327.289642857143,40388.03666666667,59938.81,1,59938.81,0
506,Spain,fifties_Male,2396.7938,29959.9225,6008.395,0,12016.79,0
513,Spain,seventies_Male,1373.653611111111,24725.765,81251.24,1,81251.24,0
664,France,thirties_Female,3359.9625806451613,13019.855,134169.85,0,134169.85,0
684,France,fifties_Male,2219.2535185185184,17119.955714285716,47444.3,1,94888.6,0
608,Spain,sixties_Female,2214.7607936507934,34882.4825,87848.08,1,175696.16,1
527,France,twenties_Female,4793.5876,17119.955714285716,48379.29,1,96758.58,0
666,France,fifties_Male,1219.7490566037736,10774.45,128019.48,0,128019.48,1
779,France,seventies_Male,1687.882957746479,29959.9225,73447.68,1,146895.36,1
629,France,forties_Female,2995.99225,17119.955714285716,69678.15,1,139356.3,0
430,France,thirties_Male,3396.9777142857142,59447.11,2923.61,0,2923.61,0
712,France,twenties_Male,4993.3204166666665,39946.56333333333,121232.51,1,121232.51,0
682,France,thirties_Male,3994.656333333333,11983.969,1026.71,1,2053.42,0
634,France,forties_Female,1663.7558536585368,7579.332222222223,6382.46,1,6382.46,0
487,Spain,thirties_Female,3865.796451612903,59919.845,79375.065,0,158750.13,0
808,Spain,forties_Male,2961.617021276596,15466.222222222224,74028.36,1,74028.36,0
527,France,thirties_Female,3744.9903125,14979.96125,22049.875,1,44099.75,0
637,Germany,fifties_Male,2526.911,25269.11,17323.0,1,17323.0,1
802,Spain,forties_Male,2995.99225,19973.281666666662,87521.845,1,175043.69,0
529,France,thirties_Female,3153.676052631579,39946.56333333333,146388.85,0,146388.85,1
850,France,forties_Female,2786.969534883721,29959.9225,1232.9,0,2465.8,0
738,France,teenager_Male,6657.760555555556,23967.938,23899.575,1,47799.15,0
817,France,thirties_Male,3802.306764705882,21546.405,165562.84,0,165562.84,0
735,France,thirties_Male,3856.720967741936,29889.5875,72927.68,0,72927.68,0
619,Germany,forties_Female,2255.306829268293,15411.263333333334,38270.47,0,38270.47,0
671,France,twenties_Male,4438.507037037037,19973.281666666662,60446.535,0,120893.07,0
581,Spain,thirties_Female,3865.796451612903,17119.955714285716,94188.605,0,188377.21,0
690,Spain,thirties_Male,3328.880277777778,10894.517272727271,27951.465,0,55902.93,0
579,Spain,fifties_Male,1773.943392857143,19868.166,4523.74,0,4523.74,1
688,Spain,twenties_Female,4993.3204166666665,29959.9225,51097.58,1,102195.16,0
599,Spain,twenties_Female,4529.778214285714,25366.758,30421.545,0,60843.09,1
729,Germany,twenties_Male,3781.9489655172415,18279.42,25548.47,1,25548.47,0
718,France,twenties_Female,4132.403103448276,29959.9225,134462.29,1,134462.29,0
712,Germany,fifties_Male,2542.075283018868,19247.141428571427,66351.32,1,132702.64,0
474,France,thirties_Male,2660.3072972972973,24607.8425,75698.44,0,75698.44,0
565,Germany,thirties_Male,3950.554848484848,14485.367777777778,52821.215,0,105642.43,0
658,France,thirties_Female,3999.192258064517,15496.87,102153.75,0,102153.75,0
714,France,sixties_Male,2191.7803174603173,27616.432,166677.54,1,166677.54,0
725,France,forties_Male,2885.673777777778,64927.66,24218.65,0,24218.65,0
825,France,forties_Male,3307.7055,18901.174285714285,117122.5,0,117122.5,0
665,Germany,forties_Female,3454.3922222222222,25907.941666666666,25935.975,0,51871.95,1
670,Spain,thirties_Male,3550.5325714285714,41422.88,42160.515,1,84321.03,0
474,Germany,thirties_Female,5185.628235294117,17631.136,160213.27,0,160213.27,0
591,France,forties_Male,2497.1605,33295.473333333335,44347.595,1,88695.19,0
508,France,thirties_Female,3865.796451612903,14979.96125,3061.575,1,6123.15,0
695,France,thirties_Female,3328.880277777778,39946.56333333333,83874.77,1,167749.54,0
660,Germany,twenties_Male,3545.3875000000003,14181.55,71638.0,1,71638.0,0
687,Germany,forties_Male,3276.053902439024,12210.746363636365,99032.26,1,198064.52,0
658,Germany,twenties_Male,2599.8458620689653,12565.921666666669,27457.46,1,54914.92,0
705,Germany,thirties_Female,3538.3545454545456,19460.95,190659.17,0,190659.17,1
739,Spain,sixties_Male,1997.328166666667,23967.938,51637.67,1,51637.67,0
844,France,thirties_Male,2934.254210526316,13937.7075,119333.38,1,119333.38,0
602,Germany,forties_Female,1595.7308333333333,9574.385,63547.57,0,127095.14,0
759,France,thirties_Female,4864.889696969696,16054.136,46770.57,0,93541.14,0
747,Germany,thirties_Male,3413.9105263157894,43242.86666666667,89289.54,0,89289.54,0
673,France,forties_Male,2549.7806382978724,59919.845,54381.08,0,108762.16,0
671,Spain,thirties_Female,3850.8535294117646,21821.50333333333,7059.5625,1,28238.25,1
640,Germany,seventies_Female,1578.3817567567569,38933.41666666666,34130.43,1,34130.43,0
581,Germany,forties_Male,2525.41325,101016.53,7926.35,1,7926.35,1
630,France,sixties_Male,1788.6520895522387,19973.281666666662,13665.135,1,27330.27,0
703,France,thirties_Female,5774.746969696969,21174.07222222222,79997.14,1,79997.14,0
698,Spain,forties_Female,2549.7806382978724,17119.955714285716,50213.81,0,50213.81,1
742,Germany,forties_Female,2257.388139534884,13866.812857142855,60920.03,1,60920.03,1
652,France,thirties_Female,2492.1227027027026,18441.708,197699.8,1,197699.8,1
644,France,thirties_Male,5036.431621621622,62115.99,46404.865,0,92809.73,0
735,Spain,fifties_Male,1875.9385454545447,34392.206666666665,163516.16,1,163516.16,0
777,France,fifties_Female,2066.201551724138,23967.938,62449.07,1,62449.07,1
644,Germany,forties_Female,1931.752,15454.016,57900.05,1,115800.1,1
665,Germany,thirties_Female,3024.638648648649,27977.9075,110359.68,1,110359.68,1
529,Germany,seventies_Male,1308.55625,15702.675,78695.68,1,78695.68,0
803,Spain,forties_Female,2663.1042222222222,14979.96125,64189.02,1,128378.04,0
604,Spain,twenties_Female,4609.218846153846,29959.9225,77624.31,0,155248.62,0
738,France,forties_Male,2178.9963265306124,15252.974285714286,123499.27,0,123499.27,0
655,Germany,seventies_Female,1917.91625,23014.995,49960.205,1,99920.41,0
698,Germany,thirties_Male,3415.158717948718,13319.119,26644.745,1,53289.49,0
775,France,sixties_Female,1815.752878787879,11983.969,33811.17,1,67622.34,0
735,France,forties_Male,1808.1914634146344,9266.98125,11783.1,1,11783.1,1
766,Spain,forties_Male,2419.718536585366,14172.637142857144,31201.19,0,62402.38,0
537,Germany,eighties_Male,1098.1230952380952,10249.148888888889,186235.98,1,186235.98,0
599,Germany,twenties_Male,4335.2288,13547.59,79005.95,1,79005.95,0
420,Spain,fifties_Female,1670.7876363636365,18378.664,144870.28,0,144870.28,1
674,France,thirties_Female,2679.9353125,10719.74125,95481.0,1,95481.0,0
570,France,forties_Female,2605.210652173913,29959.9225,410.23,0,820.46,0
623,Germany,thirties_Male,2932.1036363636363,10751.046666666669,174777.98,1,174777.98,0
710,France,thirties_Male,3994.656333333333,17119.955714285716,4495.585,1,8991.17,0
466,France,twenties_Male,4132.403103448276,17119.955714285716,1398.635,1,2797.27,0
759,France,twenties_Female,5447.2586363636365,19973.281666666662,22303.17,0,22303.17,0
581,France,seventies_Male,1687.882957746479,23967.938,98781.04,1,197562.08,0
820,France,thirties_Male,4004.5533333333337,44050.08666666667,11533.985,0,23067.97,0
759,France,forties_Male,2922.919268292683,11983.969,95147.06,1,190294.12,0
628,France,thirties_Female,5659.475806451613,25063.39285714286,113167.17,0,113167.17,1
676,France,thirties_Male,2548.0693548387094,19747.5375,124777.14,1,124777.14,0
591,France,thirties_Female,3446.768787878788,22748.674,124625.08,0,124625.08,0
690,France,twenties_Female,6062.493846153846,26270.806666666667,49599.27,1,49599.27,0
