credit_score,credit__section,country,age,age_group,gender,age_group_gender,tenure,balance,balance_group,balance_per_age,balance_per_tenure,products_number,credit_card,salary_per_products,active_member,estimated_salary,salary_range,churn
634,Poor,Spain,31,thirties,Male,thirties_Male,10,108632.48,rest,3504.2735483870965,10863.248,1,1,179485.96,1,179485.96,very high,1
616,Poor,France,59,fifties,Male,fifties_Male,6,153861.1,rest,2607.815254237288,25643.516666666666,1,1,17699.48,1,17699.48,low,0
500,Very poor,France,56,fifties,Male,fifties_Male,2,100374.58,rest,1792.4032142857145,50187.29,1,1,118490.8,0,118490.8,very high,1
446,Very poor,France,32,thirties,Male,thirties_Male,9,119839.69,zero,3744.9903125,13315.521111111111,2,0,66646.47,0,133292.94,very high,0
669,Fair,France,47,forties,Female,forties_Female,10,61196.54,rest,1302.0540425531915,6119.654,1,1,58170.24,0,58170.24,medium,0
581,Very poor,Germany,31,thirties,Male,thirties_Male,7,116891.72,rest,3770.70064516129,16698.817142857144,1,1,107137.3,0,107137.3,very high,0
704,Fair,Germany,54,fifties,Female,fifties_Female,7,133656.91,rest,2475.127962962963,19093.844285714287,3,1,48357.10999999999,0,145071.33,very high,1
748,Good,France,44,forties,Male,forties_Male,3,92911.52,rest,2111.6254545454544,30970.506666666668,1,0,85495.24,1,85495.24,high,0
680,Fair,Spain,31,thirties,Female,thirties_Female,10,119825.75,rest,3865.346774193548,11982.575,2,1,50569.65,1,101139.3,very high,0
655,Poor,France,37,thirties,Female,thirties_Female,8,111852.84,rest,3023.0497297297297,13981.605,2,1,5255.565,0,10511.13,low,0
690,Fair,Germany,32,thirties,Male,thirties_Male,1,106683.52,rest,3333.86,106683.52,2,1,68958.245,1,137916.49,very high,0
695,Fair,Germany,40,forties,Male,forties_Male,8,139022.24,rest,3475.556,17377.78,1,0,193383.13,1,193383.13,very high,0
700,Fair,Germany,40,forties,Female,forties_Female,5,148571.07,rest,3714.27675,29714.214,1,1,189826.96,0,189826.96,very high,1
773,Good,France,52,fifties,Male,fifties_Male,5,119839.69,zero,2304.609423076923,23967.938000000002,1,0,144113.42,1,144113.42,very high,0
749,Good,France,42,forties,Male,forties_Male,2,129776.72,rest,3089.921904761905,64888.36,2,0,71769.255,1,143538.51,very high,0
611,Poor,France,46,forties,Female,forties_Female,6,119839.69,zero,2605.210652173913,19973.281666666666,1,1,77677.14,0,77677.14,high,1
606,Poor,Spain,46,forties,Female,forties_Female,9,119839.69,zero,2605.210652173913,13315.521111111111,2,1,91858.97,1,183717.94,very high,0
554,Very poor,France,24,twenties,Male,twenties_Male,11,119839.69,zero,4993.3204166666665,10894.517272727273,1,0,92180.62,0,92180.62,high,0
567,Very poor,France,37,thirties,Female,thirties_Female,8,119839.69,zero,3238.9105405405408,14979.96125,2,1,14345.45,1,28690.9,low,0
559,Very poor,Spain,24,twenties,Male,twenties_Male,4,114739.92,rest,4780.83,28684.98,1,1,85891.02,0,85891.02,high,1
594,Very poor,Germany,41,forties,Male,forties_Male,3,122545.65,rest,2988.9182926829267,40848.549999999996,2,1,21025.12,1,42050.24,medium,0
513,Very poor,France,37,thirties,Female,thirties_Female,7,119839.69,zero,3238.9105405405408,17119.955714285716,2,1,55071.17,0,110142.34,very high,0
652,Poor,Germany,26,twenties,Female,twenties_Female,2,131908.35,rest,5073.3980769230775,65954.175,1,1,179269.79,1,179269.79,very high,0
680,Fair,Germany,42,forties,Female,forties_Female,8,105722.69,rest,2517.2069047619048,13215.33625,1,1,90558.24,1,90558.24,high,1
784,Excellent,Spain,33,thirties,Male,thirties_Male,11,119839.69,zero,3631.505757575758,10894.517272727273,2,1,81011.235,0,162022.47,very high,0
812,Excellent,Spain,44,forties,Female,forties_Female,9,119839.69,zero,2723.6293181818182,13315.521111111111,3,1,22308.943333333333,0,66926.83,high,1
784,Excellent,Spain,40,forties,Female,forties_Female,9,119839.69,zero,2995.99225,13315.521111111111,2,1,54445.65,0,108891.3,very high,0
570,Very poor,France,18,teenager,Female,teenager_Female,5,82767.42,rest,4598.19,16553.484,1,1,71811.9,0,71811.9,high,0
712,Fair,France,42,forties,Female,forties_Female,2,87842.98,rest,2091.499523809524,43921.49,1,0,92223.59,0,92223.59,high,0
705,Fair,Spain,39,thirties,Male,thirties_Male,7,133261.13,rest,3416.952051282052,19037.304285714286,1,1,78065.9,1,78065.9,high,0
681,Fair,Spain,32,thirties,Female,thirties_Female,4,119839.69,zero,3744.9903125,29959.9225,2,1,29839.95,1,59679.9,medium,0
620,Poor,France,41,forties,Male,forties_Male,1,97925.11,rest,2388.4173170731706,97925.11,1,1,85000.32,0,85000.32,high,0
711,Fair,France,52,fifties,Male,fifties_Male,6,119839.69,zero,2304.609423076923,19973.281666666666,1,1,159808.95,1,159808.95,very high,0
613,Poor,France,24,twenties,Female,twenties_Female,8,140453.91,rest,5852.24625,17556.73875,1,1,129001.3,0,129001.3,very high,0
613,Poor,Germany,20,twenties,Female,twenties_Female,1,117356.19,rest,5867.8095,117356.19,1,0,113557.7,0,113557.7,very high,1
682,Fair,Spain,36,thirties,Male,thirties_Male,6,119839.69,zero,3328.880277777778,19973.281666666666,2,1,73879.255,1,147758.51,very high,0
850,Excellent,Spain,37,thirties,Male,thirties_Male,5,137204.77,rest,3708.237027027026,27440.953999999998,1,1,28865.59,1,28865.59,low,0
601,Poor,France,41,forties,Female,forties_Female,2,119839.69,zero,2922.919268292683,59919.845,2,0,80303.53,1,160607.06,very high,0
595,Very poor,Spain,35,thirties,Male,thirties_Male,9,119839.69,zero,3423.991142857143,13315.521111111111,1,1,100015.79,0,100015.79,very high,1
675,Fair,Spain,36,thirties,Male,thirties_Male,4,54098.18,rest,1502.7272222222225,13524.545,2,0,27239.26,1,54478.52,medium,0
591,Very poor,Spain,31,thirties,Male,thirties_Male,9,119839.69,zero,3865.796451612903,13315.521111111111,1,1,141677.33,1,141677.33,very high,0
602,Poor,France,23,twenties,Male,twenties_Male,8,113758.48,rest,4946.020869565217,14219.81,2,0,42038.8,0,84077.6,high,0
554,Very poor,Spain,34,thirties,Female,thirties_Female,9,119839.69,zero,3524.6967647058823,13315.521111111111,1,0,106981.03,1,106981.03,very high,0
541,Very poor,France,37,thirties,Male,thirties_Male,10,118636.92,rest,3206.403243243243,11863.692,1,1,73551.44,1,73551.44,high,0
506,Very poor,France,34,thirties,Male,thirties_Male,8,119839.69,zero,3524.6967647058823,14979.96125,2,0,57921.05,0,115842.1,very high,0
814,Excellent,Germany,44,forties,Male,forties_Male,9,95488.82,rest,2170.2004545454547,10609.86888888889,2,0,53506.795,0,107013.59,very high,0
683,Fair,France,30,thirties,Male,thirties_Male,9,110829.52,rest,3694.317333333333,12314.391111111112,2,0,12469.42,0,24938.84,low,0
485,Very poor,Germany,51,fifties,Male,fifties_Male,8,144244.59,rest,2828.325294117647,18030.57375,2,1,25556.57,0,51113.14,medium,0
696,Fair,Germany,31,thirties,Female,thirties_Female,9,122021.92,rest,3936.1909677419353,13557.99111111111,2,1,16914.32,0,33828.64,low,0
608,Poor,France,30,thirties,Female,thirties_Female,9,119839.69,zero,3994.656333333333,13315.521111111111,2,1,64437.93,0,128875.86,very high,0
792,Excellent,France,50,fifties,Male,fifties_Male,10,119839.69,zero,2396.7938,11983.969000000001,4,1,48675.2025,1,194700.81,very high,1
686,Fair,Spain,22,twenties,Male,twenties_Male,6,119839.69,zero,5447.2586363636365,19973.281666666666,2,1,79487.225,0,158974.45,very high,0
790,Excellent,Germany,42,forties,Male,forties_Male,2,85839.62,rest,2043.800476190476,42919.81,1,1,198182.73,0,198182.73,very high,0
654,Poor,France,29,twenties,Female,twenties_Female,5,96974.97,rest,3343.9644827586208,19394.994,1,0,141404.07,1,141404.07,very high,0
452,Very poor,France,35,thirties,Male,thirties_Male,5,148172.44,rest,4233.498285714286,29634.488,1,1,4175.68,1,4175.68,low,0
719,Fair,Spain,38,thirties,Male,thirties_Male,1,119839.69,zero,3153.676052631579,119839.69,1,1,126876.47,0,126876.47,very high,0
707,Fair,France,40,forties,Female,forties_Female,6,119839.69,zero,2995.99225,19973.281666666666,2,1,20526.41,0,41052.82,medium,0
699,Fair,France,49,forties,Female,forties_Female,3,119839.69,zero,2445.7079591836737,39946.56333333333,1,0,105760.01,0,105760.01,very high,0
850,Excellent,Spain,30,thirties,Male,thirties_Male,3,119839.69,zero,3994.656333333333,39946.56333333333,2,0,13968.56,1,27937.12,low,0
828,Excellent,Spain,28,twenties,Male,twenties_Male,9,134766.85,rest,4813.101785714286,14974.094444444445,1,1,79355.87,0,79355.87,high,0
850,Excellent,Germany,30,thirties,Male,thirties_Male,6,123210.56,rest,4107.018666666667,20535.093333333334,2,1,51090.135,1,102180.27,very high,0
712,Fair,Spain,47,forties,Male,forties_Male,2,139887.01,rest,2976.319361702128,69943.505,1,1,95719.73,1,95719.73,high,0
634,Poor,France,44,forties,Male,forties_Male,10,149961.11,rest,3408.207045454545,14996.110999999999,1,1,57121.51,0,57121.51,medium,0
730,Good,Germany,45,forties,Male,forties_Male,7,152880.97,rest,3397.354888888889,21840.13857142857,1,0,162478.11,0,162478.11,very high,0
685,Fair,Germany,43,forties,Male,forties_Male,10,108589.47,rest,2525.336511627907,10858.947,2,0,97404.255,1,194808.51,very high,0
809,Excellent,Spain,33,thirties,Male,thirties_Male,10,119839.69,zero,3631.505757575758,11983.969000000001,1,1,124045.65,1,124045.65,very high,0
707,Fair,Spain,35,thirties,Female,thirties_Female,4,56674.48,rest,1619.2708571428573,14168.62,1,1,17987.4,0,17987.4,low,1
648,Poor,Spain,32,thirties,Male,thirties_Male,9,119839.69,zero,3744.9903125,13315.521111111111,1,1,133653.38,0,133653.38,very high,0
760,Good,Spain,57,fifties,Female,fifties_Female,2,119839.69,zero,2102.450701754386,59919.845,2,1,12550.585,1,25101.17,low,0
805,Excellent,Germany,33,thirties,Female,thirties_Female,4,105663.56,rest,3201.9260606060607,26415.89,2,0,16665.445,1,33330.89,low,0
585,Very poor,France,39,thirties,Female,thirties_Female,8,119839.69,zero,3072.812564102564,14979.96125,2,1,1200.63,0,2401.26,low,0
595,Very poor,Spain,30,thirties,Female,thirties_Female,6,100683.54,rest,3356.118,16780.59,1,1,178361.04,1,178361.04,very high,0
630,Poor,France,42,forties,Male,forties_Male,7,119839.69,zero,2853.3259523809525,17119.955714285716,2,1,81348.965,0,162697.93,very high,0
627,Poor,Germany,29,twenties,Male,twenties_Male,6,139541.58,rest,4811.778620689654,23256.929999999997,2,1,40303.665,0,80607.33,high,0
631,Poor,Germany,37,thirties,Female,thirties_Female,3,121801.72,rest,3291.9383783783783,40600.573333333334,2,0,11573.31,1,23146.62,low,0
776,Good,Germany,38,thirties,Male,thirties_Male,6,112281.7,rest,2954.7815789473684,18713.616666666665,1,0,89893.6,1,89893.6,high,0
676,Fair,Spain,36,thirties,Female,thirties_Female,5,119839.69,zero,3328.880277777778,23967.938000000002,2,1,1586.655,1,3173.31,low,0
758,Good,Spain,40,forties,Female,forties_Female,6,93499.82,rest,2337.4955,15583.303333333335,2,0,61609.405,0,123218.81,very high,0
637,Poor,France,33,thirties,Male,thirties_Male,1,132255.99,rest,4007.757272727272,132255.99,2,0,37294.205,1,74588.41,high,0
850,Excellent,France,20,twenties,Male,twenties_Male,8,119839.69,zero,5991.9845000000005,14979.96125,2,1,15644.385,0,31288.77,low,0
601,Poor,Spain,44,forties,Female,forties_Female,5,119839.69,zero,2723.6293181818182,23967.938000000002,2,1,29280.655,0,58561.31,medium,0
735,Good,France,49,forties,Male,forties_Male,6,121973.28,rest,2489.250612244898,20328.88,1,1,148804.36,0,148804.36,very high,0
614,Poor,Germany,32,thirties,Male,thirties_Male,8,99462.8,rest,3108.2125,12432.85,2,1,25558.53,1,51117.06,medium,0
672,Fair,Germany,21,twenties,Female,twenties_Female,4,165878.76,rest,7898.988571428572,41469.69,2,1,82268.585,1,164537.17,very high,0
642,Poor,France,30,thirties,Male,thirties_Male,9,117494.27,rest,3916.475666666666,13054.91888888889,1,0,61977.82,0,61977.82,high,0
633,Poor,Germany,29,twenties,Female,twenties_Female,1,138577.34,rest,4778.528965517241,138577.34,1,1,193362.99,0,193362.99,very high,0
769,Good,Spain,39,thirties,Male,thirties_Male,10,119839.69,zero,3072.812564102564,11983.969000000001,1,1,47722.79,1,47722.79,medium,0
796,Excellent,Spain,41,forties,Male,forties_Male,9,107525.07,rest,2622.562682926829,11947.230000000001,1,1,18510.41,0,18510.41,low,0
715,Fair,France,23,twenties,Male,twenties_Male,8,139224.92,rest,6053.257391304348,17403.115,2,1,32528.855,0,65057.71,high,0
695,Fair,France,42,forties,Female,forties_Female,8,121453.63,rest,2891.753095238096,15181.70375,1,0,46374.64,0,46374.64,medium,0
747,Good,France,25,twenties,Female,twenties_Female,5,119839.69,zero,4793.5876,23967.938000000002,2,0,21019.835,1,42039.67,medium,0
584,Very poor,Germany,54,fifties,Female,fifties_Female,2,77354.37,rest,1432.4883333333332,38677.185,1,0,138192.98,0,138192.98,very high,1
476,Very poor,France,40,forties,Male,forties_Male,7,119839.69,zero,2995.99225,17119.955714285716,1,1,22735.45,1,22735.45,low,0
850,Excellent,France,39,thirties,Female,thirties_Female,8,79259.99,rest,2032.307435897436,9907.49875,1,0,186910.74,1,186910.74,very high,0
529,Very poor,France,30,thirties,Male,thirties_Male,3,116295.29,rest,3876.5096666666655,38765.096666666665,1,1,75285.47,0,75285.47,high,0
584,Very poor,Spain,59,fifties,Female,fifties_Female,2,119839.69,zero,2031.181186440678,59919.845,1,0,130260.11,1,130260.11,very high,1
586,Very poor,Germany,34,thirties,Male,thirties_Male,10,74309.81,rest,2185.582647058824,7430.981,1,1,15034.93,0,15034.93,low,0
674,Fair,Germany,34,thirties,Male,thirties_Male,3,152797.9,rest,4494.055882352941,50932.63333333333,1,1,175709.4,0,175709.4,very high,1
552,Very poor,France,42,forties,Male,forties_Male,10,133701.07,rest,3183.3588095238097,13370.107,2,1,50534.855,0,101069.71,very high,1
601,Poor,Germany,33,thirties,Female,thirties_Female,8,114430.18,rest,3467.581212121212,14303.7725,2,1,76506.065,1,153012.13,very high,0
541,Very poor,France,29,twenties,Male,twenties_Male,8,127504.57,rest,4396.709310344828,15938.07125,1,0,86173.92,0,86173.92,high,0
744,Good,Germany,41,forties,Female,forties_Female,3,84113.41,rest,2051.546585365854,28037.803333333333,1,1,197548.63,0,197548.63,very high,0
595,Very poor,Spain,23,twenties,Female,twenties_Female,11,101126.66,rest,4396.811304347826,9193.332727272727,2,0,18521.4,0,37042.8,medium,0
724,Good,Germany,33,thirties,Male,thirties_Male,6,103564.83,rest,3138.3281818181817,17260.805,2,1,60542.86,0,121085.72,very high,0
533,Very poor,Spain,52,fifties,Female,fifties_Female,8,119839.69,zero,2304.609423076923,14979.96125,1,0,194113.99,1,194113.99,very high,1
618,Poor,France,37,thirties,Male,thirties_Male,3,168178.21,rest,4545.357027027027,56059.40333333333,2,0,50636.615,1,101273.23,very high,0
523,Very poor,Germany,39,thirties,Female,thirties_Female,2,143903.11,rest,3689.823333333333,71951.555,1,1,118711.75,1,118711.75,very high,1
642,Poor,Germany,30,thirties,Female,thirties_Female,6,129753.69,rest,4325.1230000000005,21625.615,1,1,582.53,0,582.53,low,0
584,Very poor,France,35,thirties,Male,thirties_Male,10,119839.69,zero,3423.991142857143,11983.969000000001,2,1,96190.605,0,192381.21,very high,0
521,Very poor,France,38,thirties,Male,thirties_Male,6,110641.18,rest,2911.61,18440.196666666667,1,0,136507.69,1,136507.69,very high,1
662,Fair,France,36,thirties,Female,thirties_Female,5,166909.2,rest,4636.366666666667,33381.840000000004,2,1,69435.56,0,138871.12,very high,1
758,Good,France,34,thirties,Female,thirties_Female,2,154139.45,rest,4533.513235294118,77069.725,1,1,60728.89,1,60728.89,high,0
717,Fair,France,38,thirties,Male,thirties_Male,8,97459.06,rest,2564.712105263158,12182.3825,1,0,189175.71,0,189175.71,very high,0
611,Poor,France,40,forties,Male,forties_Male,2,119839.69,zero,2995.99225,59919.845,2,1,51273.78,1,102547.56,very high,0
766,Good,Germany,43,forties,Male,forties_Male,7,112088.04,rest,2606.6986046511624,16012.577142857142,2,1,18353.28,1,36706.56,medium,0
636,Poor,France,34,thirties,Female,thirties_Female,4,119839.69,zero,3524.6967647058823,29959.9225,2,1,22378.125,1,44756.25,medium,0
814,Excellent,France,48,forties,Female,forties_Female,8,119839.69,zero,2496.660208333333,14979.96125,2,1,66435.075,1,132870.15,very high,0
760,Good,Spain,28,twenties,Male,twenties_Male,2,141038.57,rest,5037.091785714286,70519.285,2,0,8143.69,0,16287.38,low,0
607,Poor,Germany,39,thirties,Male,thirties_Male,3,84468.67,rest,2165.863333333333,28156.22333333333,2,1,60972.71,1,121945.42,very high,0
725,Good,Spain,36,thirties,Female,thirties_Female,5,118520.26,rest,3292.229444444444,23704.052,1,0,131173.9,0,131173.9,very high,1
600,Very poor,France,37,thirties,Male,thirties_Male,2,142663.46,rest,3855.769189189189,71331.73,1,0,88669.89,1,88669.89,high,0
656,Poor,Germany,27,twenties,Male,twenties_Male,5,118627.16,rest,4393.598518518519,23725.432,2,1,80417.65,1,160835.3,very high,0
640,Poor,Spain,34,thirties,Male,thirties_Male,2,137523.02,rest,4044.794705882352,68761.51,1,0,24761.36,0,24761.36,low,0
439,Very poor,France,28,twenties,Male,twenties_Male,8,110976.23,rest,3963.4367857142856,13872.02875,2,1,69263.48,0,138526.96,very high,0
549,Very poor,France,38,thirties,Female,thirties_Female,9,107283.4,rest,2823.2473684210527,11920.377777777778,1,0,157442.75,0,157442.75,very high,0
622,Poor,France,38,thirties,Male,thirties_Male,6,119839.69,zero,3153.676052631579,19973.281666666666,2,0,52647.885,0,105295.77,very high,0
715,Fair,France,34,thirties,Male,thirties_Male,5,124314.45,rest,3656.307352941176,24862.89,1,0,97782.92,0,97782.92,high,0
657,Poor,France,41,forties,Female,forties_Female,6,95858.37,rest,2338.009024390244,15976.394999999999,1,1,68255.88,1,68255.88,high,0
703,Fair,France,36,thirties,Male,thirties_Male,3,119839.69,zero,3328.880277777778,39946.56333333333,2,1,54395.475,0,108790.95,very high,0
802,Excellent,France,33,thirties,Male,thirties_Male,9,119839.69,zero,3631.505757575758,13315.521111111111,2,1,71853.09,0,143706.18,very high,0
793,Excellent,Spain,36,thirties,Female,thirties_Female,1,119839.69,zero,3328.880277777778,119839.69,1,0,148993.47,0,148993.47,very high,0
554,Very poor,France,35,thirties,Female,thirties_Female,7,117707.18,rest,3363.0622857142857,16815.31142857143,2,0,47638.575,0,95277.15,high,1
533,Very poor,Spain,38,thirties,Male,thirties_Male,2,135289.33,rest,3560.245526315789,67644.665,2,0,76478.165,1,152956.33,very high,0
658,Poor,France,36,thirties,Male,thirties_Male,9,174060.46,rest,4835.012777777778,19340.051111111112,1,1,94925.62,1,94925.62,high,0
713,Fair,Germany,40,forties,Male,forties_Male,4,114446.84,rest,2861.171,28611.71,2,1,43654.09,1,87308.18,high,0
711,Fair,Spain,37,thirties,Male,thirties_Male,3,119839.69,zero,3238.9105405405408,39946.56333333333,2,1,41989.43,0,83978.86,high,1
669,Fair,France,25,twenties,Male,twenties_Male,2,157848.53,rest,6313.9412,78924.265,1,0,37543.93,0,37543.93,medium,1
439,Very poor,France,43,forties,Female,forties_Female,9,119839.69,zero,2786.969534883721,13315.521111111111,1,0,104889.3,1,104889.3,very high,0
763,Good,Spain,37,thirties,Female,thirties_Female,7,119839.69,zero,3238.9105405405408,17119.955714285716,2,1,74852.625,1,149705.25,very high,0
697,Fair,Germany,74,seventies,Female,seventies_Female,4,108071.36,rest,1460.4237837837838,27017.84,2,1,8222.895,1,16445.79,low,0
702,Fair,Spain,35,thirties,Female,thirties_Female,9,14262.8,rest,407.5085714285714,1584.7555555555555,2,1,27344.58,0,54689.16,medium,0
686,Fair,Spain,41,forties,Male,forties_Male,8,102749.72,rest,2506.090731707317,12843.715,1,0,194913.86,1,194913.86,very high,0
629,Poor,Spain,36,thirties,Male,thirties_Male,2,161757.87,rest,4493.274166666666,80878.935,2,1,73185.86,1,146371.72,very high,0
823,Excellent,France,38,thirties,Male,thirties_Male,2,119839.69,zero,3153.676052631579,59919.845,2,1,78301.85,0,156603.7,very high,0
683,Fair,Germany,35,thirties,Female,thirties_Female,6,95698.79,rest,2734.251142857143,15949.798333333332,1,0,182566.76,1,182566.76,very high,0
555,Very poor,France,37,thirties,Male,thirties_Male,10,124969.13,rest,3377.544054054054,12496.913,1,1,60194.05,0,60194.05,high,0
647,Poor,Germany,44,forties,Male,forties_Male,5,93960.35,rest,2135.4625,18792.07,1,1,36579.53,0,36579.53,medium,1
714,Fair,France,51,fifties,Female,fifties_Female,5,88308.87,rest,1731.5464705882353,17661.773999999998,3,0,1954.1766666666665,0,5862.53,low,1
850,Excellent,Spain,39,thirties,Female,thirties_Female,11,119839.69,zero,3072.812564102564,10894.517272727273,2,1,71515.045,1,143030.09,very high,0
713,Fair,France,59,fifties,Female,fifties_Female,4,119839.69,zero,2031.181186440678,29959.9225,2,1,31350.04,1,62700.08,high,0
452,Very poor,France,30,thirties,Male,thirties_Male,8,112935.87,rest,3764.529,14116.98375,1,1,99017.34,1,99017.34,high,0
683,Fair,Spain,24,twenties,Female,twenties_Female,9,98567.1,rest,4106.962500000001,10951.900000000001,1,1,187987.01,0,187987.01,very high,0
577,Very poor,France,26,twenties,Female,twenties_Female,2,180530.51,rest,6943.4811538461545,90265.255,1,0,123454.62,0,123454.62,very high,0
552,Very poor,France,33,thirties,Male,thirties_Male,6,140931.57,rest,4270.653636363637,23488.595,1,0,10921.5,1,10921.5,low,0
769,Good,Germany,31,thirties,Female,thirties_Female,8,148913.72,rest,4803.668387096775,18614.215,2,1,26908.615,0,53817.23,medium,0
691,Fair,France,38,thirties,Male,thirties_Male,8,119839.69,zero,3153.676052631579,14979.96125,2,0,40808.7,0,81617.4,high,0
818,Excellent,France,49,forties,Female,forties_Female,3,119839.69,zero,2445.7079591836737,39946.56333333333,1,0,192298.84,1,192298.84,very high,1
739,Good,France,41,forties,Male,forties_Male,6,119839.69,zero,2922.919268292683,19973.281666666666,2,0,71941.125,0,143882.25,very high,0
639,Poor,France,50,fifties,Female,fifties_Female,7,115335.32,rest,2306.7064,16476.47428571429,2,1,26565.205,1,53130.41,medium,0
651,Poor,France,65,sixties,Female,sixties_Female,1,119839.69,zero,1843.6875384615385,119839.69,2,1,95227.02,1,190454.04,very high,0
779,Good,France,26,twenties,Female,twenties_Female,1,119839.69,zero,4609.218846153846,119839.69,2,0,55953.0,1,111906.0,very high,0
850,Excellent,Germany,33,thirties,Female,thirties_Female,8,134678.13,rest,4081.155454545455,16834.76625,1,1,113177.95,0,113177.95,very high,0
829,Excellent,France,38,thirties,Male,thirties_Male,10,119839.69,zero,3153.676052631579,11983.969000000001,2,1,15264.94,0,30529.88,low,0
579,Very poor,Germany,31,thirties,Male,thirties_Male,3,90547.48,rest,2920.886451612903,30182.493333333332,2,1,9400.065,1,18800.13,low,0
510,Very poor,France,32,thirties,Male,thirties_Male,10,103324.78,rest,3228.899375,10332.478,1,1,46127.7,1,46127.7,medium,0
531,Very poor,France,29,twenties,Male,twenties_Male,4,114590.58,rest,3951.3993103448274,28647.645,1,0,75585.48,0,75585.48,high,0
628,Poor,Germany,36,thirties,Female,thirties_Female,4,91286.51,rest,2535.7363888888885,22821.6275,1,1,63085.94,0,63085.94,high,0
633,Poor,Spain,32,thirties,Male,thirties_Male,6,163340.12,rest,5104.37875,27223.353333333333,2,1,37207.6,1,74415.2,high,0
714,Fair,Spain,45,forties,Male,forties_Male,9,150900.29,rest,3353.339777777778,16766.698888888888,2,0,69944.575,1,139889.15,very high,0
604,Poor,Spain,23,twenties,Male,twenties_Male,10,124577.33,rest,5416.405652173913,12457.733,1,1,7267.25,1,7267.25,low,0
630,Poor,Spain,35,thirties,Male,thirties_Male,2,119839.69,zero,3423.991142857143,59919.845,2,0,93413.11,0,186826.22,very high,0
850,Excellent,Spain,31,thirties,Female,thirties_Female,5,91292.7,rest,2944.925806451613,18258.54,1,1,162149.07,1,162149.07,very high,0
788,Excellent,Germany,57,fifties,Female,fifties_Female,9,93716.72,rest,1644.1529824561403,10412.968888888889,1,1,180150.49,1,180150.49,very high,1
798,Excellent,France,37,thirties,Female,thirties_Female,5,111723.08,rest,3019.5427027027026,22344.616,1,1,83478.12,1,83478.12,high,0
770,Good,Germany,45,forties,Male,forties_Male,5,110765.68,rest,2461.459555555555,22153.136,1,1,26163.74,0,26163.74,low,1
569,Very poor,Germany,25,twenties,Male,twenties_Male,10,173459.45,rest,6938.378000000001,17345.945,2,1,22190.53,1,44381.06,medium,0
425,Very poor,Spain,22,twenties,Female,twenties_Female,8,169649.73,rest,7711.351363636364,21206.21625,2,0,68182.5,1,136365.0,very high,1
547,Very poor,Spain,31,thirties,Female,thirties_Female,10,119839.69,zero,3865.796451612903,11983.969000000001,2,0,49647.11,0,99294.22,high,0
725,Good,Germany,45,forties,Male,forties_Male,9,116917.07,rest,2598.157111111111,12990.785555555556,1,0,173464.43,0,173464.43,very high,1
506,Very poor,France,37,thirties,Male,thirties_Male,6,119839.69,zero,3238.9105405405408,19973.281666666666,2,1,63771.905,1,127543.81,very high,0
632,Poor,France,36,thirties,Female,thirties_Female,8,119839.69,zero,3328.880277777778,14979.96125,2,1,26263.325,1,52526.65,medium,0
620,Poor,France,22,twenties,Male,twenties_Male,1,119839.69,zero,5447.2586363636365,119839.69,1,1,32589.45,0,32589.45,low,0
663,Fair,Germany,32,thirties,Male,thirties_Male,9,130627.66,rest,4082.114375,14514.184444444445,1,1,47161.25,0,47161.25,medium,1
700,Fair,Spain,46,forties,Female,forties_Female,6,56580.95,rest,1230.020652173913,9430.158333333333,2,0,22712.065,1,45424.13,medium,0
696,Fair,Germany,38,thirties,Male,thirties_Male,7,142316.14,rest,3745.161578947369,20330.877142857145,1,1,8018.49,1,8018.49,low,0
767,Good,Spain,31,thirties,Male,thirties_Male,7,119839.69,zero,3865.796451612903,17119.955714285716,2,1,97834.0,1,195668.0,very high,0
561,Very poor,France,56,fifties,Male,fifties_Male,8,152759.0,rest,2727.839285714286,19094.875,2,1,66583.555,0,133167.11,very high,1
350,Very poor,Germany,39,thirties,Male,thirties_Male,1,109733.2,rest,2813.671794871794,109733.2,2,0,61801.055,0,123602.11,very high,1
706,Fair,France,54,fifties,Male,fifties_Male,10,117444.51,rest,2174.898333333333,11744.451,1,1,186238.85,1,186238.85,very high,0
464,Very poor,Spain,34,thirties,Female,thirties_Female,6,76001.57,rest,2235.340294117648,12666.928333333335,1,1,158668.87,1,158668.87,very high,0
501,Very poor,France,34,thirties,Female,thirties_Female,4,107747.57,rest,3169.0461764705883,26936.8925,1,1,9249.36,0,9249.36,low,0
745,Good,Spain,35,thirties,Female,thirties_Female,9,119839.69,zero,3423.991142857143,13315.521111111111,2,1,58290.55,1,116581.1,very high,0
587,Very poor,France,36,thirties,Female,thirties_Female,2,134997.49,rest,3749.9302777777775,67498.745,2,1,22344.04,0,44688.08,medium,0
667,Fair,France,48,forties,Female,forties_Female,3,119839.69,zero,2496.660208333333,39946.56333333333,2,1,74304.195,1,148608.39,very high,0
737,Good,France,36,thirties,Male,thirties_Male,10,119839.69,zero,3328.880277777778,11983.969000000001,1,0,188670.9,1,188670.9,very high,1
485,Very poor,Spain,30,thirties,Female,thirties_Female,8,119839.69,zero,3994.656333333333,14979.96125,1,1,107067.37,0,107067.37,very high,0
590,Very poor,Spain,37,thirties,Female,thirties_Female,1,64345.21,rest,1739.0597297297295,64345.21,1,0,61759.33,1,61759.33,high,1
518,Very poor,Germany,35,thirties,Female,thirties_Female,9,141665.63,rest,4047.589428571429,15740.625555555556,1,0,192776.64,1,192776.64,very high,0
