credit_score,credit__section,country,age,age_group,gender,age_group_gender,tenure,balance,balance_group,balance_per_age,balance_per_tenure,products_number,credit_card,salary_per_products,active_member,estimated_salary,salary_range,churn
790,Excellent,France,31,thirties,Female,thirties_Female,9,119839.69,zero,3865.796451612903,0.0,2,1,42063.375,0,84126.75,high,0
534,Very poor,France,34,thirties,Female,thirties_Female,7,121551.58,rest,3575.0464705882355,17364.51142857143,2,1,35089.5,1,70179.0,high,0
745,Good,France,46,forties,Male,forties_Male,2,122220.19,rest,2656.960652173913,61110.095,1,1,118024.1,1,118024.1,very high,0
553,Very poor,Spain,47,forties,Male,forties_Male,3,116528.15,rest,2479.322340425532,38842.71666666667,1,0,145704.19,0,145704.19,very high,1
748,Good,France,26,twenties,Female,twenties_Female,1,77780.29,rest,2991.549615384615,77780.29,1,0,183049.41,1,183049.41,very high,0
722,Good,France,37,thirties,Male,thirties_Male,2,119839.69,zero,3238.9105405405408,0.0,1,0,120906.83,0,120906.83,very high,0
501,Very poor,France,40,forties,Male,forties_Male,4,125832.2,rest,3145.805,31458.05,1,1,100433.83,1,100433.83,very high,0
675,Fair,France,38,thirties,Female,thirties_Female,6,68065.8,rest,1791.2052631578947,11344.3,1,0,138777.0,0,138777.0,very high,1
778,Good,Spain,47,forties,Female,forties_Female,6,127299.34,rest,2708.4965957446807,21216.556666666667,2,1,62347.495,0,124694.99,very high,0
494,Very poor,Germany,38,thirties,Female,thirties_Female,7,174937.64,rest,4603.622105263158,24991.09142857143,1,1,40084.32,0,40084.32,medium,0
850,Excellent,France,40,forties,Male,forties_Male,9,119839.69,zero,2995.99225,0.0,2,0,59616.165,1,119232.33,very high,0
592,Very poor,Spain,31,thirties,Male,thirties_Male,7,110071.1,rest,3550.6806451612906,15724.442857142858,1,0,43921.36,0,43921.36,medium,0
590,Very poor,Spain,44,forties,Female,forties_Female,3,139432.37,rest,3168.9175,46477.456666666665,1,1,62222.81,0,62222.81,high,0
758,Good,France,39,thirties,Female,thirties_Female,6,127357.76,rest,3265.583589743589,21226.29333333333,1,0,56577.0,1,56577.0,medium,0
506,Very poor,France,36,thirties,Male,thirties_Male,5,119839.69,zero,3328.880277777778,0.0,2,1,82126.675,0,164253.35,very high,0
733,Good,France,33,thirties,Male,thirties_Male,3,119839.69,zero,3631.505757575758,0.0,1,1,7666.73,1,7666.73,low,0
711,Fair,France,38,thirties,Male,thirties_Male,3,119839.69,zero,3153.676052631579,0.0,2,1,34243.755,0,68487.51,high,0
514,Very poor,Germany,43,forties,Male,forties_Male,1,95556.31,rest,2222.2397674418603,95556.31,1,0,199273.98,1,199273.98,very high,1
637,Poor,Spain,37,thirties,Male,thirties_Male,8,119839.69,zero,3238.9105405405408,0.0,1,1,186062.36,1,186062.36,very high,0
468,Very poor,Germany,29,twenties,Male,twenties_Male,1,111681.98,rest,3851.1027586206897,111681.98,2,1,97855.58,1,195711.16,very high,0
539,Very poor,France,39,thirties,Male,thirties_Male,3,119839.69,zero,3072.812564102564,0.0,2,1,18346.085,0,36692.17,medium,0
509,Very poor,Spain,25,twenties,Female,twenties_Female,3,108738.71,rest,4349.548400000001,36246.23666666667,2,1,53460.285,0,106920.57,very high,0
662,Fair,France,32,thirties,Female,thirties_Female,4,133950.37,rest,4185.9490625,33487.5925,1,1,48725.68,1,48725.68,medium,1
818,Excellent,Spain,26,twenties,Male,twenties_Male,4,119839.69,zero,4609.218846153846,0.0,2,1,83518.47,1,167036.94,very high,0
608,Poor,France,33,thirties,Male,thirties_Male,9,89968.69,rest,2726.32393939394,9996.521111111111,1,1,68777.26,0,68777.26,high,0
850,Excellent,Spain,32,thirties,Female,thirties_Female,9,119839.69,zero,3744.9903125,0.0,2,1,9462.46,1,18924.92,low,0
816,Excellent,Germany,38,thirties,Female,thirties_Female,5,130878.75,rest,3444.1776315789475,26175.75,3,1,23968.59,0,71905.77,high,1
536,Very poor,France,35,thirties,Male,thirties_Male,8,119839.69,zero,3423.991142857143,0.0,2,1,32416.64,0,64833.28,high,0
753,Good,France,35,thirties,Male,thirties_Male,3,119839.69,zero,3423.991142857143,0.0,2,1,92421.885,1,184843.77,very high,0
631,Poor,Spain,27,twenties,Male,twenties_Male,10,134169.62,rest,4969.245185185185,13416.962,1,1,176730.02,1,176730.02,very high,0
703,Fair,France,37,thirties,Male,thirties_Male,1,149762.08,rest,4047.623783783784,149762.08,1,1,20629.4,0,20629.4,low,1
774,Good,France,26,twenties,Male,twenties_Male,2,93844.69,rest,3609.411153846154,46922.345,1,1,28415.36,0,28415.36,low,0
785,Excellent,France,28,twenties,Male,twenties_Male,8,119839.69,zero,4279.988928571429,0.0,2,1,38615.635,0,77231.27,high,0
571,Very poor,France,33,thirties,Female,thirties_Female,1,119839.69,zero,3631.505757575758,0.0,2,1,51375.35,0,102750.7,very high,0
621,Poor,Germany,46,forties,Male,forties_Male,6,141078.37,rest,3066.921086956522,23513.061666666665,1,0,34580.8,0,34580.8,low,1
605,Poor,Germany,31,thirties,Female,thirties_Female,1,117992.59,rest,3806.212580645161,117992.59,1,1,183598.77,1,183598.77,very high,0
611,Poor,France,40,forties,Female,forties_Female,8,100812.33,rest,2520.30825,12601.54125,2,1,73679.135,0,147358.27,very high,0
569,Very poor,France,38,thirties,Male,thirties_Male,7,119839.69,zero,3153.676052631579,0.0,1,1,108469.2,1,108469.2,very high,0
658,Poor,France,29,twenties,Male,twenties_Male,4,80262.6,rest,2767.6758620689657,20065.65,1,1,20612.82,1,20612.82,low,0
788,Excellent,Spain,34,thirties,Male,thirties_Male,6,156478.62,rest,4602.312352941176,26079.77,1,0,181196.76,1,181196.76,very high,0
525,Very poor,France,23,twenties,Female,twenties_Female,5,119839.69,zero,5210.421304347826,0.0,2,1,80124.55,0,160249.1,very high,0
798,Excellent,France,37,thirties,Male,thirties_Male,8,119839.69,zero,3238.9105405405408,0.0,3,0,36927.76,0,110783.28,very high,0
486,Very poor,Germany,37,thirties,Male,thirties_Male,9,115217.99,rest,3113.99972972973,12801.99888888889,2,1,72497.665,0,144995.33,very high,0
615,Poor,Spain,61,sixties,Male,sixties_Male,9,119839.69,zero,1964.5850819672128,0.0,2,1,75113.925,0,150227.85,very high,1
730,Good,France,35,thirties,Female,thirties_Female,0,155470.55,rest,4442.015714285714,0.0,1,1,53718.28,1,53718.28,medium,0
641,Poor,France,37,thirties,Male,thirties_Male,7,119839.69,zero,3238.9105405405408,0.0,2,1,37624.15,0,75248.3,high,0
542,Very poor,France,39,thirties,Male,thirties_Male,3,135096.77,rest,3464.0197435897435,45032.25666666666,1,1,14353.43,1,14353.43,low,1
692,Fair,France,30,thirties,Male,thirties_Male,2,119839.69,zero,3994.656333333333,0.0,2,0,65243.285,1,130486.57,very high,0
714,Fair,Germany,55,fifties,Female,fifties_Female,9,180075.22,rest,3274.094909090909,20008.35777777778,1,1,100127.71,1,100127.71,very high,0
591,Very poor,Spain,29,twenties,Male,twenties_Male,1,97541.24,rest,3363.491034482759,97541.24,1,1,196356.17,1,196356.17,very high,0
710,Fair,France,41,forties,Female,forties_Female,2,156067.05,rest,3806.513414634146,78033.525,1,1,9983.88,1,9983.88,low,0
639,Poor,France,38,thirties,Female,thirties_Female,4,81550.94,rest,2146.0773684210526,20387.735,2,0,59487.385,1,118974.77,very high,0
531,Very poor,France,47,forties,Female,forties_Female,6,119839.69,zero,2549.7806382978724,0.0,1,0,194998.34,0,194998.34,very high,1
673,Fair,France,38,thirties,Female,thirties_Female,2,170061.92,rest,4475.313684210527,85030.96,2,0,67450.67,0,134901.34,very high,1
765,Good,Germany,36,thirties,Male,thirties_Male,8,92310.54,rest,2564.1816666666664,11538.8175,2,1,36462.28,1,72924.56,high,0
622,Poor,France,32,thirties,Female,thirties_Female,6,169089.38,rest,5284.043125,28181.56333333333,2,1,50528.975,0,101057.95,very high,0
806,Excellent,France,40,forties,Male,forties_Male,5,80613.93,rest,2015.34825,16122.785999999998,1,1,142838.64,1,142838.64,very high,0
757,Good,Germany,26,twenties,Male,twenties_Male,8,121581.56,rest,4676.213846153846,15197.695,2,1,63529.52,1,127059.04,very high,0
570,Very poor,France,58,fifties,Female,fifties_Female,8,119839.69,zero,2066.201551724138,0.0,1,0,116503.92,1,116503.92,very high,1
555,Very poor,Spain,32,thirties,Male,thirties_Male,4,119839.69,zero,3744.9903125,0.0,2,1,27202.895,1,54405.79,medium,0
692,Fair,France,54,fifties,Male,fifties_Male,5,119839.69,zero,2219.2535185185184,0.0,2,1,44360.92,1,88721.84,high,0
774,Good,France,60,sixties,Male,sixties_Male,5,85891.55,rest,1431.5258333333334,17178.31,1,1,74135.48,0,74135.48,high,1
638,Poor,Spain,44,forties,Male,forties_Male,9,77637.35,rest,1764.4852272727271,8626.372222222222,2,1,55673.11,1,111346.22,very high,0
543,Very poor,Spain,41,forties,Female,forties_Female,4,119839.69,zero,2922.919268292683,0.0,1,0,194902.16,0,194902.16,very high,0
584,Very poor,France,31,thirties,Male,thirties_Male,5,119839.69,zero,3865.796451612903,0.0,2,1,15737.135,0,31474.27,low,0
691,Fair,Germany,30,thirties,Male,thirties_Male,7,116927.89,rest,3897.596333333333,16703.984285714287,1,1,21198.39,0,21198.39,low,0
684,Fair,Germany,40,forties,Female,forties_Female,6,137326.65,rest,3433.16625,22887.775,1,1,186976.6,0,186976.6,very high,0
733,Good,France,22,twenties,Male,twenties_Male,5,119839.69,zero,5447.2586363636365,0.0,2,1,58601.095,1,117202.19,very high,0
599,Very poor,Spain,37,thirties,Female,thirties_Female,2,119839.69,zero,3238.9105405405408,0.0,2,1,71869.645,1,143739.29,very high,0
524,Very poor,Germany,31,thirties,Female,thirties_Female,10,67238.98,rest,2168.9993548387097,6723.897999999999,2,1,80905.615,1,161811.23,very high,0
632,Poor,Germany,38,thirties,Female,thirties_Female,6,86569.76,rest,2278.1515789473683,14428.293333333331,2,1,49045.455,0,98090.91,high,0
735,Good,Spain,34,thirties,Male,thirties_Male,5,119839.69,zero,3524.6967647058823,0.0,2,0,35547.705,0,71095.41,high,0
734,Good,France,34,thirties,Male,thirties_Male,6,133598.4,rest,3929.3647058823526,22266.4,1,1,13107.24,1,13107.24,low,0
605,Poor,France,51,fifties,Female,fifties_Female,3,136188.78,rest,2670.3682352941178,45396.26,1,1,67110.59,1,67110.59,high,1
793,Excellent,Spain,38,thirties,Male,thirties_Male,9,119839.69,zero,3153.676052631579,0.0,2,1,44112.51,0,88225.02,high,0
468,Very poor,France,56,fifties,Female,fifties_Female,10,119839.69,zero,2139.9944642857145,0.0,3,0,20752.29,1,62256.87,high,1
779,Good,Germany,37,thirties,Male,thirties_Male,7,120092.52,rest,3245.743783783784,17156.074285714287,2,1,67962.86,0,135925.72,very high,0
698,Fair,France,48,forties,Male,forties_Male,4,101238.24,rest,2109.13,25309.56,2,0,88907.935,1,177815.87,very high,1
707,Fair,France,58,fifties,Male,fifties_Male,6,89685.92,rest,1546.3089655172414,14947.653333333334,1,0,126471.13,1,126471.13,very high,0
850,Excellent,France,35,thirties,Female,thirties_Female,1,211774.31,rest,6050.694571428571,211774.31,1,1,188574.12,0,188574.12,very high,1
850,Excellent,France,56,fifties,Male,fifties_Male,7,131317.48,rest,2344.9550000000004,18759.640000000003,1,1,119175.45,1,119175.45,very high,0
527,Very poor,Spain,37,thirties,Male,thirties_Male,5,93722.73,rest,2533.0467567567566,18744.546,2,1,69546.865,1,139093.73,very high,0
696,Fair,Germany,32,thirties,Male,thirties_Male,8,101160.99,rest,3161.2809375,12645.12375,1,1,115916.55,1,115916.55,very high,0
661,Fair,France,48,forties,Male,forties_Male,3,120320.54,rest,2506.6779166666665,40106.846666666665,1,0,96463.25,0,96463.25,high,0
776,Good,France,31,thirties,Female,thirties_Female,2,119839.69,zero,3865.796451612903,0.0,2,1,56174.755,1,112349.51,very high,0
701,Fair,France,43,forties,Male,forties_Male,2,119839.69,zero,2786.969534883721,0.0,2,1,82651.895,1,165303.79,very high,0
610,Poor,France,26,twenties,Male,twenties_Male,8,119839.69,zero,4609.218846153846,0.0,2,1,83015.54,0,166031.08,very high,0
572,Very poor,Germany,48,forties,Female,forties_Female,3,152827.99,rest,3183.916458333333,50942.66333333333,1,1,38411.79,0,38411.79,medium,1
673,Fair,France,30,thirties,Male,thirties_Male,1,64097.75,rest,2136.5916666666667,64097.75,1,1,77783.35,1,77783.35,high,0
519,Very poor,Spain,57,fifties,Female,fifties_Female,2,119035.35,rest,2088.3394736842106,59517.675,2,1,14935.895,1,29871.79,low,0
702,Fair,Spain,26,twenties,Female,twenties_Female,4,135219.57,rest,5200.752692307693,33804.8925,1,0,59747.63,1,59747.63,medium,0
729,Good,France,32,thirties,Male,thirties_Male,6,93694.42,rest,2927.950625,15615.736666666666,1,1,79919.13,1,79919.13,high,0
543,Very poor,Spain,35,thirties,Male,thirties_Male,10,59408.63,rest,1697.3894285714284,5940.862999999999,1,1,76773.53,0,76773.53,high,0
550,Very poor,France,40,forties,Female,forties_Female,7,114354.95,rest,2858.87375,16336.421428571428,1,1,54018.93,0,54018.93,medium,0
608,Poor,France,59,fifties,Male,fifties_Male,1,119839.69,zero,2031.181186440678,0.0,1,1,70649.64,0,70649.64,high,1
639,Poor,Germany,35,thirties,Male,thirties_Male,10,128173.9,rest,3662.111428571429,12817.39,2,1,29546.695,0,59093.39,medium,0
686,Fair,Spain,34,thirties,Male,thirties_Male,9,119839.69,zero,3524.6967647058823,0.0,2,1,63784.9,0,127569.8,very high,0
564,Very poor,Germany,62,sixties,Female,sixties_Female,5,114931.35,rest,1853.731451612904,22986.27,3,0,6086.993333333333,1,18260.98,low,1
745,Good,Germany,28,twenties,Female,twenties_Female,1,111071.36,rest,3966.8342857142857,111071.36,1,1,73275.96,0,73275.96,high,1
833,Excellent,France,37,thirties,Male,thirties_Male,8,151226.18,rest,4087.194054054054,18903.2725,2,1,68064.745,1,136129.49,very high,0
622,Poor,France,26,twenties,Male,twenties_Male,9,119839.69,zero,4609.218846153846,0.0,2,1,76618.795,1,153237.59,very high,0
597,Very poor,France,42,forties,Female,forties_Female,4,64740.12,rest,1541.4314285714286,16185.03,1,1,106841.12,1,106841.12,very high,0
721,Good,Spain,51,fifties,Male,fifties_Male,0,169312.13,rest,3319.8456862745097,0.0,1,1,109078.35,0,109078.35,very high,1
504,Very poor,France,49,forties,Female,forties_Female,7,119839.69,zero,2445.7079591836737,0.0,3,0,29274.046666666665,1,87822.14,high,1
842,Excellent,Spain,44,forties,Female,forties_Female,2,112652.08,rest,2560.2745454545457,56326.04,2,1,63322.49,0,126644.98,very high,0
587,Very poor,France,38,thirties,Male,thirties_Male,0,119839.69,zero,3153.676052631579,0.0,2,1,23707.075,0,47414.15,medium,0
479,Very poor,Germany,30,thirties,Female,thirties_Female,7,143964.36,rest,4798.812,20566.33714285714,2,1,20939.995,0,41879.99,medium,0
508,Very poor,France,49,forties,Male,forties_Male,7,122451.46,rest,2499.009387755102,17493.065714285716,2,1,37904.05,1,75808.1,high,0
749,Good,France,24,twenties,Male,twenties_Male,1,119839.69,zero,4993.3204166666665,0.0,3,1,15970.343333333332,1,47911.03,medium,0
721,Good,Germany,36,thirties,Female,thirties_Female,3,65253.07,rest,1812.5852777777773,21751.02333333333,2,1,14368.89,0,28737.78,low,0
674,Fair,Germany,47,forties,Male,forties_Male,6,106901.94,rest,2274.5093617021275,17816.99,1,1,2079.2,1,2079.2,low,1
685,Fair,Spain,25,twenties,Female,twenties_Female,10,128509.63,rest,5140.385200000001,12850.963,1,1,121562.33,0,121562.33,very high,0
417,Very poor,France,34,thirties,Male,thirties_Male,7,119839.69,zero,3524.6967647058823,0.0,2,1,27501.895,0,55003.79,medium,0
574,Very poor,Germany,33,thirties,Male,thirties_Male,3,129834.67,rest,3934.3839393939393,43278.223333333335,1,1,193131.42,0,193131.42,very high,0
590,Very poor,Spain,51,fifties,Female,fifties_Female,3,154962.99,rest,3038.49,51654.33,3,0,63977.42333333333,1,191932.27,very high,1
587,Very poor,Germany,40,forties,Male,forties_Male,5,138241.9,rest,3456.0475,27648.38,2,1,79709.05,0,159418.1,very high,0
598,Very poor,Germany,41,forties,Male,forties_Male,3,91536.93,rest,2232.6080487804875,30512.31,1,1,191468.78,0,191468.78,very high,1
741,Good,Spain,53,fifties,Male,fifties_Male,3,119839.69,zero,2261.1262264150946,0.0,2,1,19456.84,1,38913.68,medium,0
850,Excellent,Spain,70,seventies,Female,seventies_Female,5,119839.69,zero,1711.9955714285716,0.0,1,1,705.18,1,705.18,low,0
584,Very poor,Germany,29,twenties,Female,twenties_Female,7,105204.01,rest,3627.724482758621,15029.144285714285,1,0,138490.03,1,138490.03,very high,0
650,Poor,Spain,61,sixties,Male,sixties_Male,1,152968.73,rest,2507.684098360656,152968.73,1,0,82970.69,1,82970.69,high,0
607,Poor,Spain,36,thirties,Male,thirties_Male,8,158261.68,rest,4396.1577777777775,19782.71,1,1,76744.72,1,76744.72,high,0
509,Very poor,France,46,forties,Female,forties_Female,1,119839.69,zero,2605.210652173913,0.0,1,1,71244.59,0,71244.59,high,1
689,Fair,Spain,38,thirties,Female,thirties_Female,6,121021.05,rest,3184.7644736842108,20170.175,1,1,12182.15,1,12182.15,low,0
543,Very poor,France,36,thirties,Male,thirties_Male,4,119839.69,zero,3328.880277777778,0.0,2,1,70605.25,1,141210.5,very high,0
438,Very poor,Spain,54,fifties,Female,fifties_Female,2,119839.69,zero,2219.2535185185184,0.0,1,0,191763.07,0,191763.07,very high,1
687,Fair,Spain,63,sixties,Female,sixties_Female,1,137715.66,rest,2185.962857142857,137715.66,1,1,37938.74,1,37938.74,medium,0
737,Good,Germany,31,thirties,Male,thirties_Male,5,121192.22,rest,3909.4264516129033,24238.444,2,1,37445.29,1,74890.58,high,0
761,Good,France,31,thirties,Male,thirties_Male,7,119839.69,zero,3865.796451612903,0.0,3,1,55566.06,1,166698.18,very high,0
601,Poor,France,44,forties,Male,forties_Male,1,100486.18,rest,2283.776818181818,100486.18,2,1,31339.265,1,62678.53,high,0
651,Poor,France,45,forties,Male,forties_Male,1,119839.69,zero,2663.1042222222222,0.0,1,1,67740.08,0,67740.08,high,1
745,Good,France,35,thirties,Male,thirties_Male,9,92566.53,rest,2644.758,10285.17,2,1,80759.885,0,161519.77,very high,0
648,Poor,Spain,49,forties,Female,forties_Female,10,119839.69,zero,2445.7079591836737,0.0,2,1,79917.89,1,159835.78,very high,1
848,Excellent,Spain,40,forties,Male,forties_Male,3,110929.96,rest,2773.2490000000003,36976.653333333335,1,1,30876.84,1,30876.84,low,0
546,Very poor,France,27,twenties,Female,twenties_Female,8,119839.69,zero,4438.507037037037,0.0,2,1,7429.05,1,14858.1,low,0
439,Very poor,Spain,32,thirties,Female,thirties_Female,3,138901.61,rest,4340.6753125,46300.53666666666,1,1,75685.97,0,75685.97,high,0
755,Good,France,30,thirties,Male,thirties_Male,4,123217.66,rest,4107.2553333333335,30804.415,2,0,72091.55,1,144183.1,very high,0
593,Very poor,France,41,forties,Female,forties_Female,6,119839.69,zero,2922.919268292683,0.0,1,1,65170.66,0,65170.66,high,0
701,Fair,France,39,thirties,Male,thirties_Male,2,119839.69,zero,3072.812564102564,0.0,2,1,41263.46,1,82526.92,high,0
701,Fair,Spain,36,thirties,Male,thirties_Male,8,119839.69,zero,3328.880277777778,0.0,2,1,84580.73,0,169161.46,very high,0
607,Poor,Spain,33,thirties,Female,thirties_Female,2,108431.87,rest,3285.8142424242424,54215.935,2,0,54645.695,1,109291.39,very high,1
586,Very poor,Spain,57,fifties,Female,fifties_Female,3,119839.69,zero,2102.450701754386,0.0,2,0,3028.905,1,6057.81,low,0
547,Very poor,Germany,30,thirties,Female,thirties_Female,9,72392.41,rest,2413.0803333333333,8043.601111111111,1,1,77077.14,0,77077.14,high,0
647,Poor,Germany,51,fifties,Female,fifties_Female,1,119741.77,rest,2347.877843137255,119741.77,2,0,27477.255,0,54954.51,medium,1
760,Good,France,51,fifties,Female,fifties_Female,2,100946.71,rest,1979.347254901961,50473.355,1,0,179614.8,0,179614.8,very high,1
621,Poor,Spain,53,fifties,Male,fifties_Male,9,170491.84,rest,3216.827169811321,18943.537777777776,1,1,35588.07,0,35588.07,medium,1
725,Good,France,44,forties,Male,forties_Male,5,119839.69,zero,2723.6293181818182,0.0,1,1,117356.14,1,117356.14,very high,0
526,Very poor,France,36,thirties,Male,thirties_Male,1,119839.69,zero,3328.880277777778,0.0,1,1,160696.72,0,160696.72,very high,0
519,Very poor,Spain,47,forties,Female,forties_Female,6,157296.02,rest,3346.7238297872336,26216.00333333333,2,0,73639.215,0,147278.43,very high,1
713,Fair,Germany,38,thirties,Female,thirties_Female,7,144606.22,rest,3805.426842105264,20658.03142857143,1,1,56594.36,1,56594.36,medium,1
700,Fair,France,38,thirties,Male,thirties_Male,8,134811.3,rest,3547.665789473684,16851.4125,1,1,1299.75,0,1299.75,low,0
666,Fair,France,34,thirties,Female,thirties_Female,9,115897.12,rest,3408.7388235294115,12877.457777777778,1,1,25095.03,1,25095.03,low,0
630,Poor,Spain,32,thirties,Male,thirties_Male,4,82034.0,rest,2563.5625,20508.5,1,0,146326.45,0,146326.45,very high,0
779,Good,Spain,26,twenties,Female,twenties_Female,4,174318.13,rest,6704.543461538462,43579.5325,2,0,19148.105,1,38296.21,medium,0
611,Poor,Germany,41,forties,Female,forties_Female,2,114206.84,rest,2785.532682926829,57103.42,1,1,164061.6,0,164061.6,very high,0
685,Fair,Spain,43,forties,Male,forties_Male,9,119839.69,zero,2786.969534883721,0.0,2,1,53905.64,0,107811.28,very high,0
646,Poor,Germany,39,thirties,Male,thirties_Male,9,111574.41,rest,2860.882307692308,12397.156666666668,1,1,30838.51,1,30838.51,low,0
683,Fair,Germany,57,fifties,Female,fifties_Female,5,162448.69,rest,2849.97701754386,32489.738,1,0,9221.78,0,9221.78,low,1
484,Very poor,Germany,34,thirties,Female,thirties_Female,4,148249.54,rest,4360.280588235294,37062.385,1,0,33738.27,1,33738.27,low,0
601,Poor,France,43,forties,Female,forties_Female,8,119839.69,zero,2786.969534883721,0.0,3,0,36972.049999999996,1,110916.15,very high,1
762,Good,Spain,26,twenties,Female,twenties_Female,7,123709.46,rest,4758.056153846154,17672.780000000002,2,1,84827.285,1,169654.57,very high,0
687,Fair,France,72,seventies,Female,seventies_Female,9,119839.69,zero,1664.440138888889,0.0,1,0,69829.4,1,69829.4,high,0
566,Very poor,France,30,thirties,Male,thirties_Male,5,119839.69,zero,3994.656333333333,0.0,1,1,54926.51,0,54926.51,medium,1
702,Fair,France,37,thirties,Male,thirties_Male,10,150525.8,rest,4068.2648648648646,15052.579999999998,1,1,94728.49,1,94728.49,high,0
601,Poor,France,29,twenties,Male,twenties_Male,9,119839.69,zero,4132.403103448276,0.0,1,1,80393.27,1,80393.27,high,0
699,Fair,France,53,fifties,Male,fifties_Male,4,119839.69,zero,2261.1262264150946,0.0,2,0,55653.99,1,111307.98,very high,0
584,Very poor,France,28,twenties,Male,twenties_Male,10,119839.69,zero,4279.988928571429,0.0,2,1,9917.16,0,19834.32,low,0
699,Fair,France,35,thirties,Male,thirties_Male,5,119839.69,zero,3423.991142857143,0.0,2,1,39198.62,1,78397.24,high,0
698,Fair,Germany,51,fifties,Female,fifties_Female,2,111018.98,rest,2176.84274509804,55509.49,1,1,86410.28,0,86410.28,high,0
495,Very poor,France,30,thirties,Male,thirties_Male,10,129755.99,rest,4325.199666666666,12975.599,1,0,172749.65,0,172749.65,very high,0
650,Poor,France,27,twenties,Female,twenties_Female,6,119839.69,zero,4438.507037037037,0.0,2,1,501.195,0,1002.39,low,0
605,Poor,France,64,sixties,Female,sixties_Female,2,129555.7,rest,2024.3078125,64777.85,1,1,13601.79,1,13601.79,low,0
667,Fair,Spain,38,thirties,Male,thirties_Male,1,87202.38,rest,2294.7994736842106,87202.38,1,1,77866.91,1,77866.91,high,0
688,Fair,Germany,26,twenties,Male,twenties_Male,8,146133.39,rest,5620.515,18266.67375,1,1,175296.76,1,175296.76,very high,0
727,Good,Spain,31,thirties,Female,thirties_Female,0,119839.69,zero,3865.796451612903,0.0,1,1,121751.04,0,121751.04,very high,1
754,Good,Spain,39,thirties,Male,thirties_Male,6,170184.99,rest,4363.717692307692,28364.165,2,1,44796.63,0,89593.26,high,0
612,Poor,Germany,62,sixties,Female,sixties_Female,8,140745.33,rest,2270.085967741936,17593.16625,1,1,193437.89,0,193437.89,very high,1
546,Very poor,Spain,42,forties,Male,forties_Male,7,139070.51,rest,3311.2026190476195,19867.21571428572,1,1,86945.0,1,86945.0,high,0
673,Fair,Spain,37,thirties,Female,thirties_Female,8,119839.69,zero,3238.9105405405408,0.0,2,1,91659.395,1,183318.79,very high,0
593,Very poor,France,35,thirties,Male,thirties_Male,9,114193.24,rest,3262.664,12688.137777777778,1,1,71154.1,0,71154.1,high,0
656,Poor,Spain,40,forties,Female,forties_Female,10,167878.5,rest,4196.9625,16787.85,1,0,151887.16,1,151887.16,very high,0
535,Very poor,Germany,53,fifties,Female,fifties_Female,5,141616.55,rest,2672.01037735849,28323.31,2,1,37944.325,1,75888.65,high,0
678,Fair,Germany,36,thirties,Male,thirties_Male,3,145747.67,rest,4048.5463888888894,48582.55666666667,2,0,44783.37,1,89566.74,high,0
477,Very poor,Spain,48,forties,Female,forties_Female,2,129120.64,rest,2690.0133333333333,64560.32,1,0,26475.79,1,26475.79,low,0
850,Excellent,Spain,35,thirties,Male,thirties_Male,7,110349.82,rest,3152.8520000000003,15764.26,1,0,126355.8,0,126355.8,very high,0
427,Very poor,France,29,twenties,Male,twenties_Male,1,141325.56,rest,4873.295172413793,141325.56,1,1,93839.3,1,93839.3,high,0
752,Good,France,49,forties,Male,forties_Male,2,78653.84,rest,1605.1804081632652,39326.92,1,1,7698.6,0,7698.6,low,0
649,Poor,France,47,forties,Male,forties_Male,1,119839.69,zero,2549.7806382978724,0.0,2,1,72796.925,1,145593.85,very high,0
799,Excellent,Spain,28,twenties,Female,twenties_Female,3,142253.65,rest,5080.4875,47417.88333333333,1,1,45042.56,0,45042.56,medium,0
589,Very poor,France,61,sixties,Female,sixties_Female,1,119839.69,zero,1964.5850819672128,0.0,1,1,61108.56,0,61108.56,high,1
583,Very poor,Germany,54,fifties,Female,fifties_Female,6,115988.86,rest,2147.941851851852,19331.476666666666,1,1,57553.98,0,57553.98,medium,1
839,Excellent,Spain,33,thirties,Female,thirties_Female,10,75592.43,rest,2290.6796969696966,7559.242999999999,1,1,62674.42,0,62674.42,high,0
540,Very poor,Germany,44,forties,Male,forties_Male,3,164113.04,rest,3729.8418181818174,54704.34666666667,2,1,6060.395,1,12120.79,low,0
850,Excellent,France,31,thirties,Male,thirties_Male,6,67996.23,rest,2193.426774193548,11332.705,2,0,25064.935,0,50129.87,medium,1
696,Fair,Spain,51,fifties,Female,fifties_Female,5,119839.69,zero,2349.797843137255,0.0,2,1,27511.215,0,55022.43,medium,0
660,Poor,Spain,33,thirties,Female,thirties_Female,1,119839.69,zero,3631.505757575758,0.0,2,0,58917.455,0,117834.91,very high,0
682,Fair,France,48,forties,Male,forties_Male,1,138778.15,rest,2891.211458333333,138778.15,1,0,168840.23,1,168840.23,very high,0
744,Good,France,43,forties,Female,forties_Female,10,147832.15,rest,3437.956976744186,14783.215,1,0,24234.11,1,24234.11,low,0
785,Excellent,France,36,thirties,Female,thirties_Female,4,135438.4,rest,3762.1777777777775,33859.6,1,0,190627.01,0,190627.01,very high,0
752,Good,Spain,48,forties,Male,forties_Male,5,116060.08,rest,2417.918333333333,23212.016,1,1,156618.38,0,156618.38,very high,1
706,Fair,France,29,twenties,Female,twenties_Female,5,112564.62,rest,3881.538620689655,22512.924,1,1,42334.38,0,42334.38,medium,0
