credit_score,section of credit_score,country,gender,age,age_group,tenure,balance,balance_group,age_balance,balance_per_tenure,products_number,credit_card,active_member,estimated_salary,salary_range,churn
711,Fair,France,Male,51,fifties,7,119839.69,zero,2349.797843137255,0.0,3,1,0,38409.79,low,1
452,Very poor,France,Female,32,thirties,5,119839.69,zero,3744.9903125,0.0,2,0,1,75279.39,low_middle,0
610,Poor,Spain,Male,42,forties,6,119839.69,zero,2853.3259523809525,0.0,2,1,0,158302.59,high,1
694,Fair,France,Female,22,twenties,4,119839.69,zero,5447.2586363636365,0.0,2,1,1,11525.72,low,0
579,Very poor,Spain,Male,33,thirties,6,119839.69,zero,3631.505757575758,0.0,1,1,0,94993.04,low_middle,1
745,Good,Spain,Female,54,fifties,8,119839.69,zero,2219.2535185185184,0.0,1,1,0,173912.29,high,1
572,Very poor,France,Male,33,thirties,5,119839.69,zero,3631.505757575758,0.0,1,0,1,41139.05,low,0
505,Very poor,Germany,Male,29,twenties,3,145541.56,rest,5018.674482758621,48513.85333333333,2,1,1,58019.95,low_middle,0
706,Fair,France,Female,23,twenties,5,119839.69,zero,5210.421304347826,0.0,1,0,0,164128.41,high,1
693,Fair,Germany,Male,44,forties,5,124601.58,rest,2831.854090909091,24920.316,2,1,1,46998.13,low,1
725,Good,Germany,Female,33,thirties,7,115182.84,rest,3490.389090909091,16454.691428571427,2,1,1,177279.41,high,0
791,Excellent,France,Male,37,thirties,2,163789.49,rest,4426.742972972973,81894.745,2,1,0,75832.53,low_middle,0
536,Very poor,France,Male,46,forties,1,65733.41,rest,1428.9871739130435,65733.41,1,1,0,61094.53,low_middle,0
699,Fair,Spain,Male,47,forties,1,119839.69,zero,2549.7806382978724,0.0,2,0,1,30117.44,low,0
500,Very poor,Spain,Female,47,forties,8,128486.11,rest,2733.7470212765957,16060.76375,1,1,0,179227.12,high,0
707,Fair,Spain,Female,53,fifties,6,109663.47,rest,2069.1220754716983,18277.245,1,1,1,52110.45,low_middle,0
531,Very poor,Germany,Female,42,forties,6,88324.31,rest,2102.9597619047618,14720.718333333332,2,1,0,75248.75,low_middle,0
557,Very poor,France,Female,28,twenties,7,146445.24,rest,5230.187142857142,20920.74857142857,2,1,0,184317.74,high,0
659,Poor,France,Female,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,1,0,158553.1,high,0
575,Very poor,Spain,Female,31,thirties,6,119839.69,zero,3865.796451612903,0.0,2,1,1,95686.42,low_middle,0
775,Good,Germany,Male,36,thirties,2,109949.05,rest,3054.140277777778,54974.525,2,0,1,71682.54,low_middle,0
772,Good,Spain,Male,30,thirties,4,78653.05,rest,2621.7683333333334,19663.2625,1,1,0,1790.48,low,0
587,Very poor,Germany,Male,46,forties,9,107850.82,rest,2344.583043478261,11983.424444444445,1,1,0,139431.0,middle,1
667,Fair,Germany,Female,39,thirties,4,83765.35,rest,2147.8294871794874,20941.3375,2,1,0,118358.54,middle,0
771,Good,France,Female,66,sixties,7,143773.07,rest,2178.3798484848485,20539.01,1,1,1,130827.88,middle,0
523,Very poor,Germany,Male,63,sixties,6,116227.27,rest,1844.8773015873016,19371.211666666662,1,1,1,119404.63,middle,0
662,Fair,Germany,Male,33,thirties,0,103471.52,rest,3135.500606060606,0.0,1,1,1,162703.0,high,0
717,Fair,France,Male,42,forties,5,119839.69,zero,2853.3259523809525,0.0,2,1,0,172665.21,high,0
746,Good,France,Male,24,twenties,3,137492.35,rest,5728.847916666667,45830.78333333333,2,0,1,170142.09,high,0
569,Very poor,France,Male,28,twenties,7,119839.69,zero,4279.988928571429,0.0,2,1,0,73977.23,low_middle,0
579,Very poor,France,Male,36,thirties,9,129829.59,rest,3606.3775,14425.51,1,1,1,60906.12,low_middle,0
519,Very poor,France,Female,21,twenties,1,146329.57,rest,6968.074761904762,146329.57,2,1,1,194867.27,high,0
696,Fair,Germany,Male,30,thirties,4,114027.7,rest,3800.923333333333,28506.925,1,1,1,193716.56,high,0
693,Fair,Germany,Male,25,twenties,6,146580.69,rest,5863.2276,24430.115,1,0,1,14633.35,low,0
587,Very poor,Germany,Female,38,thirties,0,132122.42,rest,3476.9057894736848,0.0,2,0,0,31730.32,low,0
626,Poor,France,Female,44,forties,10,81553.93,rest,1853.498409090909,8155.392999999999,1,1,0,20063.63,low,1
666,Fair,France,Female,66,sixties,7,119839.69,zero,1815.752878787879,0.0,2,1,1,99792.82,low_middle,0
512,Very poor,France,Male,24,twenties,6,119839.69,zero,4993.3204166666665,0.0,2,1,0,37654.31,low,0
689,Fair,Spain,Female,28,twenties,3,119839.69,zero,4279.988928571429,0.0,2,1,1,192449.02,high,0
803,Excellent,France,Female,26,twenties,4,119839.69,zero,4609.218846153846,0.0,2,1,1,181208.47,high,0
548,Very poor,Germany,Male,32,thirties,5,175214.71,rest,5475.4596875,35042.941999999995,1,1,1,155165.61,high,0
588,Very poor,Germany,Female,40,forties,10,125534.51,rest,3138.36275,12553.451,1,1,0,121504.18,middle,1
693,Fair,France,Male,68,sixties,4,97705.99,rest,1436.8527941176471,24426.4975,1,1,1,61569.07,low_middle,0
499,Very poor,Germany,Female,55,fifties,4,126817.65,rest,2305.7754545454545,31704.4125,2,1,0,123269.71,middle,0
628,Poor,France,Female,46,forties,1,46870.43,rest,1018.9223913043478,46870.43,4,1,0,31272.14,low,1
624,Poor,Spain,Male,46,forties,3,119839.69,zero,2605.210652173913,0.0,2,1,1,62825.03,low_middle,0
733,Good,France,Male,42,forties,9,120094.93,rest,2859.403095238095,13343.88111111111,1,1,0,184056.45,high,0
628,Poor,France,Female,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,1,1,48924.73,low,0
633,Poor,France,Female,33,thirties,3,119839.69,zero,3631.505757575758,0.0,2,1,0,191111.02,high,0
559,Very poor,Germany,Female,36,thirties,1,104356.94,rest,2898.803888888889,104356.94,2,0,1,54184.06,low_middle,0
704,Fair,Germany,Male,27,twenties,5,147004.34,rest,5444.605185185185,29400.868,1,1,0,64381.33,low_middle,1
744,Good,Germany,Male,38,thirties,6,73023.17,rest,1921.6623684210526,12170.528333333334,2,1,0,78770.86,low_middle,0
665,Fair,Spain,Female,40,forties,1,173432.55,rest,4335.813749999999,173432.55,1,0,1,116766.79,middle,0
638,Poor,France,Female,42,forties,7,165679.92,rest,3944.76,23668.56,1,0,0,32916.29,low,0
837,Excellent,Spain,Male,31,thirties,9,104678.62,rest,3376.7296774193546,11630.957777777778,1,0,1,50972.6,low,0
534,Very poor,France,Female,55,fifties,8,116973.26,rest,2126.7865454545454,14621.6575,3,1,0,122066.5,middle,1
548,Very poor,France,Female,36,thirties,3,119839.69,zero,3328.880277777778,0.0,1,1,0,65996.9,low_middle,0
837,Excellent,Germany,Male,38,thirties,2,126732.85,rest,3335.0750000000003,63366.425,1,1,1,79577.38,low_middle,0
658,Poor,France,Female,44,forties,6,148481.09,rest,3374.570227272727,24746.84833333333,1,1,0,130529.13,middle,0
554,Very poor,France,Female,38,thirties,4,137654.05,rest,3622.475,34413.5125,2,1,1,172629.67,high,0
724,Good,Germany,Male,30,thirties,7,115315.04,rest,3843.8346666666666,16473.577142857142,1,1,0,15216.53,low,0
723,Good,France,Male,42,forties,2,99095.73,rest,2359.4221428571427,49547.865,1,1,1,17512.53,low,0
585,Very poor,Germany,Female,39,thirties,7,165610.41,rest,4246.420769230769,23658.63,2,0,0,131852.01,middle,0
474,Very poor,France,Male,33,thirties,5,119839.69,zero,3631.505757575758,0.0,2,1,0,181945.52,high,1
562,Very poor,Spain,Male,32,thirties,6,161628.66,rest,5050.895625,26938.11,1,1,0,91482.5,low_middle,0
719,Fair,France,Male,32,thirties,9,146605.27,rest,4581.4146875,16289.474444444444,1,1,1,77119.45,low_middle,0
635,Poor,Germany,Male,37,thirties,5,113488.68,rest,3067.2616216216215,22697.736,1,1,0,95611.74,low_middle,1
743,Good,France,Male,42,forties,7,77002.2,rest,1833.3857142857141,11000.314285714285,2,1,1,80428.42,low_middle,0
681,Fair,Spain,Male,67,sixties,7,119839.69,zero,1788.6520895522387,0.0,2,0,1,163714.92,high,0
521,Very poor,France,Female,39,thirties,6,119839.69,zero,3072.812564102564,0.0,2,0,1,27375.15,low,0
741,Good,Spain,Male,25,twenties,4,119839.69,zero,4793.5876,0.0,2,1,1,73873.65,low_middle,0
790,Excellent,Spain,Male,46,forties,8,182364.53,rest,3964.446304347826,22795.56625,1,0,0,139266.48,middle,1
622,Poor,France,Male,35,thirties,8,119839.69,zero,3423.991142857143,0.0,2,1,1,131772.51,middle,0
669,Fair,France,Male,45,forties,7,149364.58,rest,3319.2128888888888,21337.79714285714,1,0,1,173454.07,high,0
583,Very poor,France,Male,59,fifties,7,127450.14,rest,2160.1718644067796,18207.162857142856,1,0,1,67552.71,low_middle,0
520,Very poor,Spain,Female,63,sixties,5,162278.32,rest,2575.8463492063493,32455.664,1,1,1,34765.33,low,0
579,Very poor,Spain,Male,37,thirties,5,152212.88,rest,4113.861621621621,30442.576,2,0,0,120219.14,middle,0
698,Fair,Spain,Female,39,thirties,9,161993.89,rest,4153.6894871794875,17999.321111111112,1,0,0,90212.38,low_middle,0
548,Very poor,Spain,Male,39,thirties,7,131468.44,rest,3370.985641025641,18781.20571428572,1,1,0,164975.82,high,0
672,Fair,Germany,Male,40,forties,10,102980.44,rest,2574.511,10298.044,1,1,0,1285.81,low,1
653,Poor,Germany,Male,31,thirties,9,143321.97,rest,4623.28935483871,15924.663333333334,1,1,0,83679.46,low_middle,0
734,Good,Spain,Female,37,thirties,2,130404.92,rest,3524.4572972972974,65202.46,1,0,0,34548.74,low,0
794,Excellent,France,Female,41,forties,7,119839.69,zero,2922.919268292683,0.0,2,1,1,74275.08,low_middle,0
641,Poor,France,Male,30,thirties,2,87505.47,rest,2916.849,43752.735,2,0,1,7278.57,low,0
824,Excellent,France,Male,30,thirties,0,133634.02,rest,4454.467333333333,0.0,1,1,1,162053.92,high,0
534,Very poor,Spain,Female,33,thirties,3,151233.62,rest,4582.836969696969,50411.206666666665,1,0,0,199336.63,high,0
653,Poor,Spain,Male,55,fifties,2,70263.83,rest,1277.524181818182,35131.915,1,0,1,62347.71,low_middle,0
498,Very poor,France,Male,34,thirties,5,119839.69,zero,3524.6967647058823,0.0,2,1,1,91711.66,low_middle,0
683,Fair,France,Male,30,thirties,10,57657.49,rest,1921.9163333333333,5765.749,1,0,0,79240.9,low_middle,0
618,Poor,Germany,Male,42,forties,8,153572.31,rest,3656.4835714285714,19196.53875,2,1,1,76679.6,low_middle,0
538,Very poor,France,Male,37,thirties,1,134752.08,rest,3641.9481081081076,134752.08,1,1,0,162511.55,high,0
643,Poor,Spain,Male,34,thirties,3,83132.09,rest,2445.0614705882354,27710.696666666667,1,1,1,21360.88,low,0
428,Very poor,France,Female,31,thirties,2,119839.69,zero,3865.796451612903,0.0,2,1,0,54487.43,low_middle,0
593,Very poor,Germany,Female,32,thirties,9,134096.53,rest,4190.5165625,14899.614444444444,2,1,0,53931.05,low_middle,1
718,Fair,France,Female,31,thirties,0,118100.59,rest,3809.6964516129033,0.0,2,1,0,103165.15,middle,0
811,Excellent,Germany,Male,52,fifties,10,76915.4,rest,1479.1423076923077,7691.539999999999,1,0,0,146359.81,middle,1
823,Excellent,Spain,Female,46,forties,3,81576.75,rest,1773.4076086956522,27192.25,1,1,1,28370.95,low,1
645,Poor,Spain,Male,49,forties,2,119839.69,zero,2445.7079591836737,0.0,2,0,0,10023.15,low,0
710,Fair,France,Male,33,thirties,10,118327.17,rest,3585.6718181818183,11832.717,2,1,1,192928.82,high,0
591,Very poor,Spain,Male,30,thirties,8,124857.69,rest,4161.923,15607.21125,2,0,0,50485.7,low,0
748,Good,Germany,Female,27,twenties,2,90971.85,rest,3369.327777777778,45485.925,1,1,1,131662.47,middle,0
850,Excellent,France,Female,37,thirties,7,153147.75,rest,4139.128378378378,21878.25,1,1,1,152235.3,high,0
542,Very poor,France,Male,38,thirties,8,65942.26,rest,1735.3226315789473,8242.7825,1,1,1,68093.23,low_middle,1
809,Excellent,France,Male,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,1,1,80061.31,low_middle,0
675,Fair,France,Male,54,fifties,2,119839.69,zero,2219.2535185185184,0.0,1,1,0,149583.67,high,1
607,Poor,Spain,Female,27,twenties,5,100912.19,rest,3737.4885185185185,20182.438,1,0,0,7631.27,low,0
850,Excellent,France,Female,31,thirties,4,119839.69,zero,3865.796451612903,0.0,2,1,1,33082.81,low,0
789,Excellent,France,Male,37,thirties,3,119839.69,zero,3238.9105405405408,0.0,1,1,0,121883.87,middle,1
598,Very poor,France,Female,43,forties,5,119839.69,zero,2786.969534883721,0.0,3,1,1,100722.72,middle,1
756,Good,Germany,Male,41,forties,2,124439.49,rest,3035.109512195122,62219.745,2,0,1,47093.11,low,0
687,Fair,France,Female,47,forties,7,119839.69,zero,2549.7806382978724,0.0,2,1,1,177624.01,high,0
724,Good,France,Male,40,forties,6,119839.69,zero,2995.9922500000002,0.0,2,0,0,106149.48,middle,0
700,Fair,France,Female,44,forties,2,58781.76,rest,1335.949090909091,29390.88,1,1,0,16874.92,low,0
635,Poor,Spain,Male,50,fifties,7,159453.64,rest,3189.0728000000004,22779.09142857143,2,0,0,54560.79,low_middle,1
687,Fair,Germany,Male,26,twenties,2,142721.52,rest,5489.28923076923,71360.76,1,1,1,153605.75,high,0
613,Poor,France,Female,46,forties,8,167795.6,rest,3647.730434782609,20974.45,1,0,1,44390.38,low,0
781,Excellent,France,Female,38,thirties,3,128345.69,rest,3377.5181578947368,42781.89666666667,2,1,0,63218.85,low_middle,0
703,Fair,Spain,Male,20,twenties,3,165260.98,rest,8263.049,55086.99333333334,1,1,1,41626.78,low,0
593,Very poor,Germany,Female,62,sixties,3,118233.81,rest,1906.9969354838709,39411.27,1,0,1,24765.53,low,1
743,Good,France,Female,40,forties,6,119839.69,zero,2995.9922500000002,0.0,1,1,0,28280.8,low,1
640,Poor,Spain,Female,46,forties,8,119839.69,zero,2605.210652173913,0.0,2,1,0,89043.19,low_middle,0
849,Excellent,Germany,Male,37,thirties,7,143452.74,rest,3877.101081081081,20493.24857142857,2,1,1,17294.12,low,0
778,Good,France,Male,38,thirties,3,145018.49,rest,3816.2760526315788,48339.496666666666,2,1,1,126702.41,middle,0
539,Very poor,Germany,Female,38,thirties,8,82407.51,rest,2168.618684210526,10300.93875,1,1,0,13123.41,low,0
489,Very poor,Germany,Male,28,twenties,1,79460.98,rest,2837.8921428571425,79460.98,2,1,1,167973.63,high,0
568,Very poor,Spain,Female,43,forties,9,119839.69,zero,2786.969534883721,0.0,1,1,0,125870.79,middle,1
618,Poor,Spain,Male,38,thirties,5,126473.99,rest,3328.262894736842,25294.798000000003,1,1,0,91972.49,low_middle,0
710,Fair,Germany,Female,30,thirties,10,133537.1,rest,4451.236666666667,13353.71,2,1,0,155593.74,high,0
625,Poor,France,Male,52,fifties,5,164978.01,rest,3172.6540384615387,32995.602,1,1,1,67788.49,low_middle,0
682,Fair,Spain,Male,46,forties,7,128029.72,rest,2783.2547826086957,18289.96,1,1,1,62615.35,low_middle,0
727,Good,Spain,Male,43,forties,2,97403.18,rest,2265.1902325581395,48701.59,1,1,1,107415.02,middle,1
794,Excellent,France,Female,41,forties,7,176845.41,rest,4313.302682926829,25263.63,3,1,0,166526.26,high,1
652,Poor,Spain,Male,71,seventies,4,119839.69,zero,1687.882957746479,0.0,1,1,1,120107.1,middle,0
670,Fair,Spain,Male,42,forties,3,81589.04,rest,1942.5961904761903,27196.346666666665,1,1,0,188227.8,high,0
460,Very poor,Germany,Female,40,forties,6,119507.58,rest,2987.6895,19917.93,2,1,0,91560.63,low_middle,1
568,Very poor,Spain,Female,26,twenties,6,119839.69,zero,4609.218846153846,0.0,2,0,0,166495.2,high,0
643,Poor,France,Male,30,thirties,5,94443.77,rest,3148.125666666667,18888.754,1,1,1,165614.4,high,0
521,Very poor,France,Male,37,thirties,2,119839.69,zero,3238.9105405405408,0.0,2,1,1,86372.24,low_middle,0
615,Poor,France,Male,32,thirties,7,92199.84,rest,2881.245,13171.405714285716,1,1,1,2755.53,low,0
575,Very poor,Spain,Male,43,forties,3,119839.69,zero,2786.969534883721,0.0,1,1,0,83594.51,low_middle,0
717,Fair,France,Female,41,forties,3,135756.96,rest,3311.1453658536584,45252.32,1,1,1,103706.41,middle,0
648,Poor,France,Female,54,fifties,9,120633.42,rest,2233.952222222222,13403.713333333331,1,0,0,5924.38,low,1
535,Very poor,Germany,Male,48,forties,5,134542.73,rest,2802.9735416666667,26908.546,1,1,1,58203.67,low_middle,1
626,Poor,Spain,Male,29,twenties,7,119839.69,zero,4132.403103448276,0.0,2,1,0,49361.84,low,0
611,Poor,Spain,Male,52,fifties,7,119839.69,zero,2304.609423076923,0.0,1,0,1,73585.18,low_middle,1
734,Good,Spain,Male,39,thirties,6,119839.69,zero,3072.812564102564,0.0,1,1,1,95135.27,low_middle,0
709,Fair,France,Male,49,forties,4,154344.49,rest,3149.887551020408,38586.1225,2,1,1,38794.57,low,0
591,Very poor,France,Male,43,forties,3,119839.69,zero,2786.969534883721,0.0,2,0,1,198926.36,high,0
664,Fair,France,Male,43,forties,9,189026.53,rest,4395.965813953489,21002.94777777778,2,1,1,56099.86,low_middle,0
431,Very poor,France,Male,37,thirties,0,120764.08,rest,3263.8940540540543,0.0,1,1,1,117023.08,middle,0
647,Poor,Germany,Female,22,twenties,3,97975.82,rest,4453.446363636364,32658.60666666667,2,0,1,62083.0,low_middle,0
578,Very poor,France,Male,32,thirties,4,119839.69,zero,3744.9903125,0.0,2,1,1,141822.8,middle,0
555,Very poor,Germany,Male,41,forties,10,113270.2,rest,2762.6878048780486,11327.02,2,1,1,185387.14,high,0
775,Good,Spain,Male,30,thirties,4,119839.69,zero,3994.6563333333334,0.0,2,0,1,57461.13,low_middle,0
850,Excellent,Germany,Male,39,thirties,3,124548.99,rest,3193.5638461538465,41516.33,2,1,1,120380.12,middle,0
625,Poor,France,Male,43,forties,8,201696.07,rest,4690.606279069768,25212.00875,1,1,0,133020.9,middle,1
645,Poor,Spain,Female,37,thirties,7,119839.69,zero,3238.9105405405408,0.0,2,1,0,13589.93,low,0
608,Poor,Germany,Male,44,forties,7,114203.47,rest,2595.533409090909,16314.781428571428,1,1,1,77830.36,low_middle,1
689,Fair,Spain,Female,31,thirties,4,119839.69,zero,3865.796451612903,0.0,2,1,1,136610.02,middle,0
652,Poor,Germany,Male,50,fifties,8,125437.64,rest,2508.7528,15679.705,1,1,1,17160.94,low,1
769,Good,France,Female,26,twenties,7,119839.69,zero,4609.218846153846,0.0,2,1,0,176843.53,high,0
611,Poor,France,Female,43,forties,8,64897.75,rest,1509.25,8112.21875,1,1,0,114996.33,middle,0
489,Very poor,France,Male,38,thirties,8,119839.69,zero,3153.676052631579,0.0,2,0,1,196990.79,high,0
528,Very poor,Germany,Female,46,forties,9,135555.66,rest,2946.8621739130435,15061.74,1,1,0,133146.03,middle,1
632,Poor,France,Male,44,forties,3,107764.75,rest,2449.1988636363635,35921.583333333336,1,1,0,185667.72,high,0
429,Very poor,France,Female,27,twenties,6,117307.44,rest,4344.72,19551.24,2,1,1,24020.49,low,0
457,Very poor,France,Male,41,forties,8,73700.12,rest,1797.5639024390243,9212.515,3,1,1,185750.02,high,1
768,Good,Spain,Female,44,forties,6,60603.4,rest,1377.3500000000001,10100.566666666668,1,1,1,178045.97,high,0
715,Fair,Spain,Female,35,thirties,4,40169.88,rest,1147.710857142857,10042.47,2,1,1,199857.47,high,0
668,Fair,Germany,Female,32,thirties,10,92041.87,rest,2876.3084375,9204.187,1,1,1,43595.9,low,0
625,Poor,Germany,Male,26,twenties,3,130483.95,rest,5018.613461538462,43494.65,1,1,0,122810.53,middle,0
846,Excellent,France,Female,41,forties,5,119839.69,zero,2922.919268292683,0.0,3,1,0,3440.47,low,1
661,Fair,Spain,Female,42,forties,3,119839.69,zero,2853.3259523809525,0.0,2,1,0,35989.41,low,0
571,Very poor,France,Female,23,twenties,10,151097.28,rest,6569.446956521739,15109.728,1,0,1,17163.75,low,0
582,Very poor,Spain,Female,46,forties,8,67563.31,rest,1468.7676086956521,8445.41375,1,1,0,44506.09,low,1
716,Fair,France,Female,35,thirties,8,112808.18,rest,3223.0908571428567,14101.0225,1,0,1,17848.3,low,0
758,Good,France,Female,42,forties,7,119839.69,zero,2853.3259523809525,0.0,2,0,1,76209.56,low_middle,0
725,Good,France,Male,66,sixties,4,86459.8,rest,1309.9969696969697,21614.95,1,1,1,141476.56,middle,0
630,Poor,France,Female,40,forties,0,118633.08,rest,2965.827,0.0,1,0,1,60032.46,low_middle,1
627,Poor,France,Female,55,fifties,2,159441.27,rest,2898.9321818181816,79720.635,1,1,0,100686.11,middle,1
653,Poor,France,Female,27,twenties,9,119839.69,zero,4438.507037037037,0.0,2,1,0,96429.29,low_middle,0
775,Good,Germany,Female,38,thirties,4,125212.65,rest,3295.069736842105,31303.1625,2,1,1,15795.88,low,1
794,Excellent,Spain,Male,45,forties,8,88656.37,rest,1970.1415555555554,11082.04625,2,1,0,116547.31,middle,0
831,Excellent,France,Female,32,thirties,2,146033.62,rest,4563.550625,73016.81,1,1,0,191260.74,high,0
561,Very poor,France,Male,29,twenties,9,120268.13,rest,4147.176896551724,13363.125555555556,1,1,1,173870.39,high,0
705,Fair,Spain,Male,46,forties,7,119839.69,zero,2605.210652173913,0.0,2,1,0,117273.35,middle,0
636,Poor,Spain,Female,33,thirties,0,119839.69,zero,3631.505757575758,0.0,1,1,0,92277.47,low_middle,1
487,Very poor,Germany,Female,46,forties,4,135070.58,rest,2936.316956521739,33767.645,2,1,1,44244.49,low,1
693,Fair,France,Female,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,0,0,78133.48,low_middle,1
517,Very poor,Spain,Female,29,twenties,5,119839.69,zero,4132.403103448276,0.0,2,1,0,103402.88,middle,0
684,Fair,France,Female,27,twenties,9,122550.05,rest,4538.8907407407405,13616.672222222223,2,0,1,137835.82,middle,0
620,Poor,Spain,Female,43,forties,2,119839.69,zero,2786.969534883721,0.0,2,1,0,20670.1,low,0
757,Good,France,Male,29,twenties,8,130306.49,rest,4493.32724137931,16288.31125,1,1,0,77469.38,low_middle,0
739,Good,France,Female,27,twenties,6,119839.69,zero,4438.507037037037,0.0,1,1,1,57572.38,low_middle,0
662,Fair,Spain,Female,41,forties,4,90350.77,rest,2203.677317073171,22587.6925,1,1,0,75884.65,low_middle,1
359,Very poor,France,Female,44,forties,6,128747.69,rest,2926.0838636363637,21457.948333333334,1,1,0,146955.71,middle,1
572,Very poor,Spain,Male,23,twenties,2,126873.52,rest,5516.24,63436.76,1,0,1,67040.12,low_middle,0
721,Good,France,Male,69,sixties,2,108424.19,rest,1571.3650724637682,54212.095,1,1,1,178418.35,high,0
707,Fair,France,Male,32,thirties,9,119839.69,zero,3744.9903125,0.0,2,0,0,30807.02,low,0
444,Very poor,France,Female,40,forties,5,84350.07,rest,2108.7517500000004,16870.014000000003,1,1,0,143835.76,middle,0
523,Very poor,France,Female,73,seventies,7,119839.69,zero,1641.6395890410959,0.0,2,0,0,130883.9,middle,1
685,Fair,Germany,Female,30,thirties,4,84958.6,rest,2831.9533333333334,21239.65,2,0,1,194343.72,high,0
673,Fair,Germany,Female,29,twenties,4,99097.36,rest,3417.150344827586,24774.34,1,1,1,9796.69,low,0
503,Very poor,Germany,Male,30,thirties,10,136622.55,rest,4554.085,13662.255,2,0,0,47310.24,low,0
485,Very poor,Germany,Female,30,thirties,5,156771.68,rest,5225.722666666667,31354.336,1,1,1,141148.21,middle,0
799,Excellent,Germany,Male,28,twenties,7,167658.33,rest,5987.7975,23951.19,2,1,1,111138.25,middle,0
585,Very poor,Spain,Female,33,thirties,8,119839.69,zero,3631.505757575758,0.0,2,1,0,114182.07,middle,0
607,Poor,Germany,Female,24,twenties,2,109483.54,rest,4561.814166666666,54741.77,2,0,1,127560.77,middle,0
521,Very poor,Germany,Female,40,forties,9,134504.78,rest,3362.6195,14944.975555555557,1,1,0,18082.06,low,0
535,Very poor,France,Female,44,forties,2,114427.86,rest,2600.633181818182,57213.93,1,1,1,136330.26,middle,0
724,Good,Spain,Male,45,forties,5,83888.54,rest,1864.1897777777776,16777.708,1,0,1,34121.81,low,0
520,Very poor,Germany,Male,32,thirties,5,110029.77,rest,3438.4303125,22005.954,1,1,0,56246.69,low_middle,0
696,Fair,Spain,Male,41,forties,9,127523.75,rest,3110.3353658536585,14169.305555555557,1,0,1,191417.42,high,0
657,Poor,Germany,Male,30,thirties,1,139762.13,rest,4658.737666666667,139762.13,2,1,1,23317.88,low,0
603,Poor,Spain,Female,42,forties,8,91611.12,rest,2181.217142857143,11451.39,1,0,0,144675.3,middle,1
726,Good,France,Female,42,forties,2,109471.79,rest,2606.4711904761903,54735.895,1,0,1,175161.05,high,0
591,Very poor,France,Female,39,thirties,4,150500.64,rest,3858.9907692307697,37625.16,1,1,0,14928.8,low,0
792,Excellent,Germany,Female,59,fifties,9,101609.77,rest,1722.1994915254238,11289.974444444444,1,0,0,161479.19,high,1
550,Very poor,France,Male,57,fifties,5,119839.69,zero,2102.450701754386,0.0,1,1,1,133501.94,middle,0
601,Poor,France,Female,26,twenties,8,78892.23,rest,3034.316538461538,9861.52875,1,1,1,23703.52,low,0
820,Excellent,France,Female,29,twenties,3,82344.84,rest,2839.4772413793103,27448.28,1,0,1,115985.38,middle,0
667,Fair,France,Male,48,forties,2,119839.69,zero,2496.6602083333332,0.0,1,1,0,43229.2,low,0
573,Very poor,Spain,Female,44,forties,4,119839.69,zero,2723.6293181818182,0.0,1,1,1,94862.93,low_middle,0
755,Good,France,Male,62,sixties,1,127706.33,rest,2059.7795161290323,127706.33,2,0,1,142377.69,middle,0
552,Very poor,France,Female,41,forties,9,124349.34,rest,3032.910731707317,13816.593333333332,1,1,0,135635.25,middle,0
598,Very poor,Spain,Male,44,forties,8,119839.69,zero,2723.6293181818182,0.0,2,1,0,148487.9,middle,0
576,Very poor,Germany,Male,28,twenties,1,119336.29,rest,4262.010357142857,119336.29,2,0,1,58976.85,low_middle,0
670,Fair,France,Female,31,thirties,9,119839.69,zero,3865.796451612903,0.0,1,0,1,76254.83,low_middle,0
504,Very poor,Germany,Male,56,fifties,9,104217.3,rest,1861.0232142857144,11579.7,1,0,0,55857.48,low_middle,1
778,Good,France,Female,65,sixties,7,119839.69,zero,1843.6875384615385,0.0,1,1,1,77867.23,low_middle,0
558,Very poor,Germany,Male,39,thirties,10,144757.02,rest,3711.7184615384613,14475.702,1,1,0,22878.16,low,1
627,Poor,Spain,Male,44,forties,6,119839.69,zero,2723.6293181818182,0.0,1,1,1,114469.55,middle,0
683,Fair,France,Male,43,forties,8,119839.69,zero,2786.969534883721,0.0,1,1,0,96754.8,low_middle,0
556,Very poor,France,Female,43,forties,6,119839.69,zero,2786.969534883721,0.0,3,0,0,125154.57,middle,1
583,Very poor,France,Female,38,thirties,10,119839.69,zero,3153.676052631579,0.0,2,0,1,113597.64,middle,0
705,Fair,France,Female,24,twenties,7,100169.51,rest,4173.729583333333,14309.929999999998,1,1,0,121408.55,middle,0
637,Poor,France,Male,33,thirties,2,145731.83,rest,4416.11606060606,72865.915,1,0,1,109219.43,middle,0
697,Fair,Spain,Male,56,fifties,5,110802.03,rest,1978.6076785714286,22160.406,1,1,1,50230.31,low,1
555,Very poor,Germany,Female,46,forties,4,120392.99,rest,2617.2389130434785,30098.2475,1,1,0,177719.88,high,1
594,Very poor,Germany,Female,26,twenties,6,135067.52,rest,5194.904615384615,22511.25333333333,2,0,0,131211.86,middle,0
632,Poor,Spain,Male,31,thirties,3,136556.44,rest,4405.046451612903,45518.81333333333,1,1,0,82152.83,low_middle,1
